question,answer,verdict_code,verdict_raw,reasoning,raw_output
How many data components can be used to detect attack technique 'T1608.004: Stage Capabilities: Drive-by Target'? Name them all.,The following 1 data components can be used to detect attack technique 'T1608.004: Stage Capabilities: Drive-by Target': Response Content,1,uncertain,The answer provides a single data component but does not specify what it is. It also does not explain how this component is used to detect the attack technique.,"{
  ""reasoning"": ""The answer provides a single data component but does not specify what it is. It also does not explain how this component is used to detect the attack technique."",
  ""verdict"": ""uncertain""
}"
What attack groups used software 'S0488: CrackMapExec'?,"The attack groups that used software 'S0488: CrackMapExec' were: 'G0035: Dragonfly', 'G0046: FIN7', 'G0069: MuddyWater', 'G0087: APT39'",2,yes,"The answer provides a list of attack groups that have used the software 'S0488: CrackMapExec', which directly addresses the question. However, it does not provide any context or explanation about why these groups used the software or any additional details about their usage.","{
  ""reasoning"": ""The answer provides a list of attack groups that have used the software 'S0488: CrackMapExec', which directly addresses the question. However, it does not provide any context or explanation about why these groups used the software or any additional details about their usage."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0192: Pupy'?,"The attack techniques used by software 'S0192: Pupy' are: 'T1003.001: LSASS Memory', 'T1003.004: LSA Secrets', 'T1003.005: Cached Domain Credentials', 'T1016: System Network Configuration Discovery', 'T1021.001: Remote Desktop Protocol', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1049: System Network Connections Discovery', 'T1055.001: Dynamic-link Library Injection', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.006: Python', 'T1070.001: Clear Windows Event Logs', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1105: Ingress Tool Transfer', 'T1113: Screen Capture', 'T1114.001: Local Email Collection', 'T1123: Audio Capture', 'T1125: Video Capture', 'T1134.001: Token Impersonation/Theft', 'T1135: Network Share Discovery', 'T1136.001: Local Account', 'T1136.002: Domain Account', 'T1497.001: System Checks', 'T1543.002: Systemd Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.013: XDG Autostart Entries', 'T1548.002: Bypass User Account Control', 'T1550.003: Pass the Ticket', 'T1552.001: Credentials In Files', 'T1555.003: Credentials from Web Browsers', 'T1555: Credentials from Password Stores', 'T1557.001: LLMNR/NBT-NS Poisoning and SMB Relay', 'T1560.001: Archive via Utility', 'T1569.002: Service Execution', 'T1573.002: Asymmetric Cryptography'",0,no,"The answer provides a list of attack techniques used by software 'S0192: Pupy', which is relevant to the question. However, it lacks an explanation of how these techniques are used or their significance.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0192: Pupy', which is relevant to the question. However, it lacks an explanation of how these techniques are used or their significance."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1059.004: Command and Scripting Interpreter: Unix Shell'?,The parent technique of attack technique 'T1059.004: Command and Scripting Interpreter: Unix Shell' is 'T1059: Command and Scripting Interpreter',2,yes,The answer correctly identifies the parent technique as 'T1059: Command and Scripting Interpreter' and specifies that 'T1059.004' is a sub-technique under it. It provides relevant and accurate information.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1059: Command and Scripting Interpreter' and specifies that 'T1059.004' is a sub-technique under it. It provides relevant and accurate information."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1553.004: Subvert Trust Controls: Install Root Certificate'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1553.004: Subvert Trust Controls: Install Root Certificate': M1028: Operating System Configuration, M1054: Software Configuration",0,no,"The answer correctly states the number of mitigation strategies and provides two examples. However, it does not specify if these are the only two strategies or if there could be more.","{
  ""reasoning"": ""The answer correctly states the number of mitigation strategies and provides two examples. However, it does not specify if these are the only two strategies or if there could be more."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0599: Kinsing'?,"The attack techniques used by software 'S0599: Kinsing' are: 'T1018: Remote System Discovery', 'T1021.004: SSH', 'T1053.003: Cron', 'T1057: Process Discovery', 'T1059.004: Unix Shell', 'T1071.001: Web Protocols', 'T1078: Valid Accounts', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1110: Brute Force', 'T1133: External Remote Services', 'T1222.002: Linux and Mac File and Directory Permissions Modification', 'T1496: Resource Hijacking', 'T1552.003: Bash History', 'T1552.004: Private Keys', 'T1609: Container Administration Command', 'T1610: Deploy Container'",0,no,"The answer provides a list of attack techniques used by software 'S0599: Kinsing', but it does not explain how these techniques are used or their significance.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0599: Kinsing', but it does not explain how these techniques are used or their significance."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1574.009: Hijack Execution Flow: Path Interception by Unquoted Path'? Name them all.,"The following 3 mitigation strategies mitigate attack technique 'T1574.009: Hijack Execution Flow: Path Interception by Unquoted Path': M1047: Audit, M1038: Execution Prevention, M1022: Restrict File and Directory Permissions",0,no,"The answer provides the correct number of mitigation strategies and lists them, but it does not explain what each strategy entails.","{
  ""reasoning"": ""The answer provides the correct number of mitigation strategies and lists them, but it does not explain what each strategy entails."",
  ""verdict"": ""no""
}"
What campaigns used software 'S0565: Raindrop'?,The campaigns that used software 'S0565: Raindrop' were: 'C0024: SolarWinds Compromise',0,no,"The answer provides a specific campaign that used the software 'S0565: Raindrop', but it does not list all campaigns or provide additional context.","{
  ""reasoning"": ""The answer provides a specific campaign that used the software 'S0565: Raindrop', but it does not list all campaigns or provide additional context."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1542.002: Pre-OS Boot: Component Firmware'?,The parent technique of attack technique 'T1542.002: Pre-OS Boot: Component Firmware' is 'T1542: Pre-OS Boot',2,yes,"The answer correctly identifies the parent technique by providing the full name 'T1542: Pre-OS Boot' and specifies the version 'T1542.002'. It is factually accurate, complete, and relevant.","{
  ""reasoning"": ""The answer correctly identifies the parent technique by providing the full name 'T1542: Pre-OS Boot' and specifies the version 'T1542.002'. It is factually accurate, complete, and relevant."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0205: Naid'?,The attack groups that used software 'S0205: Naid' were: 'G0066: Elderwood',1,uncertain,"The answer provides a specific group name but lacks context about the relationship between the group and the software, making it unclear if this is the only group or if more information is needed.","{
  ""reasoning"": ""The answer provides a specific group name but lacks context about the relationship between the group and the software, making it unclear if this is the only group or if more information is needed."",
  ""verdict"": ""uncertain""
}"
What attack groups used software 'S0367: Emotet'?,The attack groups that used software 'S0367: Emotet' were: 'G0102: Wizard Spider',0,no,The answer provides the correct group name but lacks context about the software usage or any additional relevant information.,"{
  ""reasoning"": ""The answer provides the correct group name but lacks context about the software usage or any additional relevant information."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0607: KillDisk'?,"The attack techniques used by software 'S0607: KillDisk' are: 'T1027: Obfuscated Files or Information', 'T1036.004: Masquerade Task or Service', 'T1057: Process Discovery', 'T1070.001: Clear Windows Event Logs', 'T1070.004: File Deletion', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1106: Native API', 'T1129: Shared Modules', 'T1134: Access Token Manipulation', 'T1485: Data Destruction', 'T1486: Data Encrypted for Impact', 'T1489: Service Stop', 'T1529: System Shutdown/Reboot', 'T1561.002: Disk Structure Wipe'",0,no,"The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0607: KillDisk', but it does not explain how these techniques are used by the software.","{
  ""reasoning"": ""The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0607: KillDisk', but it does not explain how these techniques are used by the software."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0161: XAgentOSX'?,"The attack techniques used by software 'S0161: XAgentOSX' are: 'T1033: System Owner/User Discovery', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1070.004: File Deletion', 'T1071.002: File Transfer Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1106: Native API', 'T1113: Screen Capture', 'T1555.003: Credentials from Web Browsers'",2,yes,"The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0161: XAgentOSX'. It is factually accurate, relevant, and addresses all parts of the question.","{
  ""reasoning"": ""The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0161: XAgentOSX'. It is factually accurate, relevant, and addresses all parts of the question."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1556.005: Modify Authentication Process: Reversible Encryption'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1556.005: Modify Authentication Process: Reversible Encryption': M1027: Password Policies, M1026: Privileged Account Management",0,no,"The answer provides the correct number of mitigation strategies and names one of them, but it fails to name the second strategy.","{
  ""reasoning"": ""The answer provides the correct number of mitigation strategies and names one of them, but it fails to name the second strategy."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1602.002: Data from Configuration Repository: Network Device Configuration Dump'? Name them all.,"The following 6 mitigation strategies mitigate attack technique 'T1602.002: Data from Configuration Repository: Network Device Configuration Dump': M1041: Encrypt Sensitive Information, M1037: Filter Network Traffic, M1031: Network Intrusion Prevention, M1030: Network Segmentation, M1054: Software Configuration, M1051: Update Software",1,uncertain,The answer provides a list of mitigation strategies but does not specify the exact number of strategies. It also does not explain the relevance of each strategy to the attack technique.,"{
  ""reasoning"": ""The answer provides a list of mitigation strategies but does not specify the exact number of strategies. It also does not explain the relevance of each strategy to the attack technique."",
  ""verdict"": ""uncertain""
}"
What software procedures use attack technique 'T1087.001: Local Account'?,"The software procedures that use attack technique 'T1087.001: Local Account' are: 'S0038: Duqu', 'S0039: Net', 'S0049: GeminiDuke', 'S0063: SHOTPUT', 'S0081: Elise', 'S0084: Mis-Type', 'S0085: S-Type', 'S0091: Epic', 'S0125: Remsec', 'S0165: OSInfo', 'S0192: Pupy', 'S0194: PowerSploit', 'S0196: PUNCHBUGGY', 'S0223: POWERSTATS', 'S0233: MURKYTOP', 'S0236: Kwampirs', 'S0239: Bankshot', 'S0241: RATANKBA', 'S0244: Comnie', 'S0260: InvisiMole', 'S0265: Kazuar', 'S0266: TrickBot', 'S0331: Agent Tesla', 'S0363: Empire', 'S0378: PoshC2', 'S0452: USBferry', 'S0453: Pony', 'S0476: Valak', 'S0516: SoreFang', 'S0521: BloodHound', 'S0534: Bazar', 'S0537: HyperStack', 'S0570: BitPaymer', 'S0598: P.A.S. Webshell', 'S0603: Stuxnet', 'S0649: SMOKEDHAM', 'S1015: Milan'",0,no,"The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks any explanation or context about the attack technique itself.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks any explanation or context about the attack technique itself."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0230: ZeroT'?,"The attack techniques used by software 'S0230: ZeroT' are: 'T1001.002: Steganography', 'T1016: System Network Configuration Discovery', 'T1027.001: Binary Padding', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1543.003: Windows Service', 'T1548.002: Bypass User Account Control', 'T1573.001: Symmetric Cryptography', 'T1574.002: DLL Side-Loading'",0,no,"The answer provides a list of attack techniques used by software 'S0230: ZeroT', which is relevant to the question. However, it lacks an explanation of how these techniques are used by the software.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0230: ZeroT', which is relevant to the question. However, it lacks an explanation of how these techniques are used by the software."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1578.005: Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations'?,The parent technique of attack technique 'T1578.005: Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations' is 'T1578: Modify Cloud Compute Infrastructure',0,no,The answer correctly identifies the parent technique but does not specify the version number as in the question.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique but does not specify the version number as in the question."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1553.004: Install Root Certificate'?,"The software procedures that use attack technique 'T1553.004: Install Root Certificate' are: 'S0009: Hikit', 'S0148: RTM', 'S0160: certutil', 'S0281: Dok'",0,no,"The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it does not explain what these software procedures are or how they relate to the attack technique.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it does not explain what these software procedures are or how they relate to the attack technique."",
  ""verdict"": ""no""
}"
What software are used by attack group 'G0001: Axiom'?,"The software used by attack group 'G0001: Axiom' are: 'S0009: Hikit', 'S0012: PoisonIvy', 'S0013: PlugX', 'S0021: Derusbi', 'S0032: gh0st RAT', 'S0203: Hydraq', 'S0412: ZxShell', 'S0672: Zox'",0,no,"The answer provides a list of software associated with the specified attack group, which is relevant to the question. However, it does not provide any context or explanation about the software or the attack group.","{
  ""reasoning"": ""The answer provides a list of software associated with the specified attack group, which is relevant to the question. However, it does not provide any context or explanation about the software or the attack group."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1036.004: Masquerading: Masquerade Task or Service'?,The parent technique of attack technique 'T1036.004: Masquerading: Masquerade Task or Service' is 'T1036: Masquerading',2,yes,"The answer correctly identifies the parent technique as 'T1036: Masquerading' and provides the specific sub-technique 'Masquerade Task or Service' under it. It is factual, accurate, and complete.","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1036: Masquerading' and provides the specific sub-technique 'Masquerade Task or Service' under it. It is factual, accurate, and complete."",
  ""verdict"": ""yes""
}"
What groups used attack technique 'T1578.002: Create Cloud Instance'?,"The groups that used attack technique 'T1578.002: Create Cloud Instance' are: 'G1004: LAPSUS$', 'G1015: Scattered Spider'",1,uncertain,"The answer provides specific group names which are relevant to the question. However, it does not specify the source or context of this information, making the answer uncertain in terms of factual accuracy.","{
  ""reasoning"": ""The answer provides specific group names which are relevant to the question. However, it does not specify the source or context of this information, making the answer uncertain in terms of factual accuracy."",
  ""verdict"": ""uncertain""
}"
Which tactics are used in attack technique 'T1569.002: System Services: Service Execution'? Name them all,1 tactic is used in attack technique 'T1569.002: System Services: Service Execution'. It is: Execution,0,no,"The answer correctly identifies the tactic used in the specified attack technique. However, it does not provide all tactics used in 'T1569.002: System Services: Service Execution'.","{
  ""reasoning"": ""The answer correctly identifies the tactic used in the specified attack technique. However, it does not provide all tactics used in 'T1569.002: System Services: Service Execution'."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1055.011: Process Injection: Extra Window Memory Injection'?,The parent technique of attack technique 'T1055.011: Process Injection: Extra Window Memory Injection' is 'T1055: Process Injection',2,yes,"The answer correctly identifies the parent technique as 'T1055: Process Injection' and provides the specific sub-technique 'T1055.011: Process Injection: Extra Window Memory Injection'. It is factual, accurate, and complete.","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1055: Process Injection' and provides the specific sub-technique 'T1055.011: Process Injection: Extra Window Memory Injection'. It is factual, accurate, and complete."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0273: Socksbot'?,"The attack techniques used by software 'S0273: Socksbot' are: 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1090: Proxy', 'T1113: Screen Capture'",0,no,"The answer provides a list of attack techniques used by the software 'S0273: Socksbot', but it does not explain what these techniques are or how they are used.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S0273: Socksbot', but it does not explain what these techniques are or how they are used."",
  ""verdict"": ""no""
}"
What campaigns used software 'S0097: Ping'?,"The campaigns that used software 'S0097: Ping' were: 'C0017: C0017', 'C0018: C0018'",0,no,"The answer provides the names of the campaigns that used the software 'S0097: Ping', but it does not explain what these campaigns are or provide any context about them.","{
  ""reasoning"": ""The answer provides the names of the campaigns that used the software 'S0097: Ping', but it does not explain what these campaigns are or provide any context about them."",
  ""verdict"": ""no""
}"
What are the sub-techniques of attack technique 'T1027: Obfuscated Files or Information'?,"The sub-techniques of attack technique 'T1027: Obfuscated Files or Information' are: 'T1027.001: Obfuscated Files or Information: Binary Padding', 'T1027.002: Obfuscated Files or Information: Software Packing', 'T1027.003: Obfuscated Files or Information: Steganography', 'T1027.004: Obfuscated Files or Information: Compile After Delivery', 'T1027.005: Obfuscated Files or Information: Indicator Removal from Tools', 'T1027.006: Obfuscated Files or Information: HTML Smuggling', 'T1027.007: Obfuscated Files or Information: Dynamic API Resolution', 'T1027.008: Obfuscated Files or Information: Stripped Payloads', 'T1027.009: Obfuscated Files or Information: Embedded Payloads', 'T1027.010: Obfuscated Files or Information: Command Obfuscation', 'T1027.011: Obfuscated Files or Information: Fileless Storage', 'T1027.012: Obfuscated Files or Information: LNK Icon Smuggling', 'T1027.013: Obfuscated Files or Information: Encrypted/Encoded File'",2,yes,"The answer provides a comprehensive list of sub-techniques for 'T1027: Obfuscated Files or Information', which is relevant and directly addresses the question. It is factual and accurate, as it lists all known sub-techniques without contradictions.","{
  ""reasoning"": ""The answer provides a comprehensive list of sub-techniques for 'T1027: Obfuscated Files or Information', which is relevant and directly addresses the question. It is factual and accurate, as it lists all known sub-techniques without contradictions."",
  ""verdict"": ""yes""
}"
How many data components can be used to detect attack technique 'T1132.002: Data Encoding: Non-Standard Encoding'? Name them all.,The following 1 data components can be used to detect attack technique 'T1132.002: Data Encoding: Non-Standard Encoding': Network Traffic Content,0,no,"The answer correctly identifies the number of data components and the technique it refers to. However, it does not list the specific data components.","{
  ""reasoning"": ""The answer correctly identifies the number of data components and the technique it refers to. However, it does not list the specific data components."",
  ""verdict"": ""no""
}"
What software are used by attack group 'G0030: Lotus Blossom'?,"The software used by attack group 'G0030: Lotus Blossom' are: 'S0081: Elise', 'S0082: Emissary'",2,yes,"The answer provides the names of the software used by the specified attack group, which directly answers the question. However, it does not provide any context or explanation about the software or the group.","{
  ""reasoning"": ""The answer provides the names of the software used by the specified attack group, which directly answers the question. However, it does not provide any context or explanation about the software or the group."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1550: Use Alternate Authentication Material'? Name them all.,"The following 6 mitigation strategies mitigate attack technique 'T1550: Use Alternate Authentication Material': M1015: Active Directory Configuration, M1013: Application Developer Guidance, M1047: Audit, M1027: Password Policies, M1026: Privileged Account Management, M1018: User Account Management",1,uncertain,The answer provides a list of mitigation strategies but does not specify how many strategies are mentioned. It also does not explain the relevance of each strategy to the attack technique.,"{
  ""reasoning"": ""The answer provides a list of mitigation strategies but does not specify how many strategies are mentioned. It also does not explain the relevance of each strategy to the attack technique."",
  ""verdict"": ""uncertain""
}"
How many mitigation strategies can be used against attack technique 'T1584.005: Compromise Infrastructure: Botnet'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1584.005: Compromise Infrastructure: Botnet': M1056: Pre-compromise,0,no,"The answer provides a single mitigation strategy, which is relevant to the question. However, it does not specify the number of strategies, which was asked for. Also, the answer does not list all possible mitigation strategies, only one.","{
  ""reasoning"": ""The answer provides a single mitigation strategy, which is relevant to the question. However, it does not specify the number of strategies, which was asked for. Also, the answer does not list all possible mitigation strategies, only one."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1082: System Information Discovery'?,"The groups that used attack technique 'T1082: System Information Discovery' are: 'G0004: Ke3chang', 'G0010: Turla', 'G0012: Darkhotel', 'G0018: admin@338', 'G0022: APT3', 'G0026: APT18', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0038: Stealth Falcon', 'G0040: Patchwork', 'G0047: Gamaredon Group', 'G0049: OilRig', 'G0050: APT32', 'G0054: Sowbug', 'G0059: Magic Hound', 'G0061: FIN8', 'G0067: APT37', 'G0069: MuddyWater', 'G0073: APT19', 'G0081: Tropic Trooper', 'G0082: APT38', 'G0094: Kimsuky', 'G0096: APT41', 'G0100: Inception', 'G0102: Wizard Spider', 'G0106: Rocke', 'G0108: Blue Mockingbird', 'G0112: Windshift', 'G0114: Chimera', 'G0121: Sidewinder', 'G0124: Windigo', 'G0126: Higaisa', 'G0128: ZIRCONIUM', 'G0129: Mustang Panda', 'G0139: TeamTNT', 'G0142: Confucius', 'G0143: Aquatic Panda', 'G1001: HEXANE', 'G1008: SideCopy', 'G1009: Moses Staff', 'G1016: FIN13', 'G1017: Volt Typhoon', 'G1018: TA2541', 'G1020: Mustard Tempest', 'G1022: ToddyCat', 'G1026: Malteiro'",2,yes,"The answer provides a list of groups that have been associated with the use of the attack technique 'T1082: System Information Discovery'. The list is extensive and appears to be comprehensive, covering a wide range of known threat actors.","{
  ""reasoning"": ""The answer provides a list of groups that have been associated with the use of the attack technique 'T1082: System Information Discovery'. The list is extensive and appears to be comprehensive, covering a wide range of known threat actors."",
  ""verdict"": ""yes""
}"
What is the parent technique of attack technique 'T1021.008: Remote Services: Direct Cloud VM Connections'?,The parent technique of attack technique 'T1021.008: Remote Services: Direct Cloud VM Connections' is 'T1021: Remote Services',2,yes,"The answer correctly identifies the parent technique as 'T1021: Remote Services' and provides the specific technique 'T1021.008: Remote Services: Direct Cloud VM Connections' under it. It is factual, accurate, and complete.","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1021: Remote Services' and provides the specific technique 'T1021.008: Remote Services: Direct Cloud VM Connections' under it. It is factual, accurate, and complete."",
  ""verdict"": ""yes""
}"
What software procedures use attack technique 'T1071.004: DNS'?,"The software procedures that use attack technique 'T1071.004: DNS' are: 'S0013: PlugX', 'S0022: Uroburos', 'S0070: HTTPBrowser', 'S0124: Pisloader', 'S0125: Remsec', 'S0145: POWERSOURCE', 'S0146: TEXTMATE', 'S0154: Cobalt Strike', 'S0157: SOUNDBITE', 'S0167: Matryoshka', 'S0170: Helminth', 'S0184: POWRUNER', 'S0228: NanHaiShu', 'S0260: InvisiMole', 'S0269: QUADAGENT', 'S0338: Cobian RAT', 'S0354: Denis', 'S0360: BONDUPDATER', 'S0377: Ebury', 'S0477: Goopy', 'S0495: RDAT', 'S0504: Anchor', 'S0514: WellMess', 'S0559: SUNBURST', 'S0596: ShadowPad', 'S0615: SombRAT', 'S0633: Sliver', 'S0663: SysUpdate', 'S0666: Gelsemium', 'S0690: Green Lambert', 'S0699: Mythic', 'S1014: DanBot', 'S1015: Milan', 'S1019: Shark', 'S1020: Kevin', 'S1021: DnsSystem', 'S1027: Heyoka Backdoor', 'S1047: Mori', 'S1063: Brute Ratel C4', 'S1090: NightClub', 'S1111: DarkGate'",0,no,"The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks a brief explanation of the technique itself.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks a brief explanation of the technique itself."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1530: Data from Cloud Storage'? Name them all.,"The following 6 mitigation strategies mitigate attack technique 'T1530: Data from Cloud Storage': M1047: Audit, M1041: Encrypt Sensitive Information, M1037: Filter Network Traffic, M1032: Multi-factor Authentication, M1022: Restrict File and Directory Permissions, M1018: User Account Management",1,uncertain,The answer provides a list of mitigation strategies but does not specify how many strategies are mentioned. It also does not clarify if the list is exhaustive or if there could be more strategies not included.,"{
  ""reasoning"": ""The answer provides a list of mitigation strategies but does not specify how many strategies are mentioned. It also does not clarify if the list is exhaustive or if there could be more strategies not included."",
  ""verdict"": ""uncertain""
}"
What groups used attack technique 'T1072: Software Deployment Tools'?,"The groups that used attack technique 'T1072: Software Deployment Tools' are: 'G0028: Threat Group-1314', 'G0034: Sandworm Team', 'G0050: APT32', 'G0091: Silence'",2,yes,"The answer provides a list of groups known to have used the specified attack technique, which is relevant and accurate.","{
  ""reasoning"": ""The answer provides a list of groups known to have used the specified attack technique, which is relevant and accurate."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0127: BBSRAT'?,"The attack techniques used by software 'S0127: BBSRAT' are: 'T1007: System Service Discovery', 'T1055.012: Process Hollowing', 'T1057: Process Discovery', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1543.003: Windows Service', 'T1546.015: Component Object Model Hijacking', 'T1547.001: Registry Run Keys / Startup Folder', 'T1560.002: Archive via Library', 'T1569.002: Service Execution', 'T1573.001: Symmetric Cryptography', 'T1574.002: DLL Side-Loading'",1,uncertain,"The answer provides a list of techniques used by the software 'S0127: BBSRAT', but it does not explain what these techniques are or how they are used. It also does not specify if these are MITRE ATT&CK techniques or other types of attack techniques.","{
  ""reasoning"": ""The answer provides a list of techniques used by the software 'S0127: BBSRAT', but it does not explain what these techniques are or how they are used. It also does not specify if these are MITRE ATT&CK techniques or other types of attack techniques."",
  ""verdict"": ""uncertain""
}"
Which tactics are used in attack technique 'T1110.003: Brute Force: Password Spraying'? Name them all,1 tactic is used in attack technique 'T1110.003: Brute Force: Password Spraying'. It is: Credential Access,0,no,"The answer is partially correct as it identifies one tactic used in the specified attack technique. However, it does not provide all tactics used in 'T1110.003: Brute Force: Password Spraying'.","{
  ""reasoning"": ""The answer is partially correct as it identifies one tactic used in the specified attack technique. However, it does not provide all tactics used in 'T1110.003: Brute Force: Password Spraying'."",
  ""verdict"": ""no""
}"
What campaigns used attack technique 'T1583.004: Server'?,"The campaigns that used attack technique 'T1583.004: Server' were: 'C0002: Night Dragon', 'C0006: Operation Honeybee', 'C0014: Operation Wocao', 'C0022: Operation Dream Job'",2,yes,"The answer provides a list of campaign names that used the specified attack technique, which directly answers the question.","{
  ""reasoning"": ""The answer provides a list of campaign names that used the specified attack technique, which directly answers the question."",
  ""verdict"": ""yes""
}"
How many data components can be used to detect attack technique 'T1110: Brute Force'? Name them all.,"The following 3 data components can be used to detect attack technique 'T1110: Brute Force': Application Log Content, Command Execution, User Account Authentication",0,no,"The answer correctly identifies the number of data components and lists them, but it does not specify the technique 'T1110: Brute Force' in the context of the components.","{
  ""reasoning"": ""The answer correctly identifies the number of data components and lists them, but it does not specify the technique 'T1110: Brute Force' in the context of the components."",
  ""verdict"": ""no""
}"
What campaigns used software 'S1121: LITTLELAMB.WOOLTEA'?,The campaigns that used software 'S1121: LITTLELAMB.WOOLTEA' were: 'C0029: Cutting Edge',2,yes,"The answer provides the required information about the campaigns that used the specified software, hence it is factually accurate and relevant. However, it lacks details about the campaigns, such as their descriptions or dates.","{
  ""reasoning"": ""The answer provides the required information about the campaigns that used the specified software, hence it is factually accurate and relevant. However, it lacks details about the campaigns, such as their descriptions or dates."",
  ""verdict"": ""yes""
}"
What software procedures use attack technique 'T1564: Hide Artifacts'?,"The software procedures that use attack technique 'T1564: Hide Artifacts' are: 'S0402: OSX/Shlayer', 'S0482: Bundlore', 'S0670: WarzoneRAT', 'S1011: Tarrask', 'S1066: DarkTortilla'",0,no,"The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it does not explain what 'T1564: Hide Artifacts' means or how these software procedures utilize this technique.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it does not explain what 'T1564: Hide Artifacts' means or how these software procedures utilize this technique."",
  ""verdict"": ""no""
}"
What campaigns used attack technique 'T1218.011: Rundll32'?,"The campaigns that used attack technique 'T1218.011: Rundll32' were: 'C0005: Operation Spalax', 'C0015: C0015', 'C0018: C0018', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0028: 2015 Ukraine Electric Power Attack'",0,no,"The answer provides a list of campaign names that are supposed to have used the 'T1218.011: Rundll32' attack technique. However, it lacks any explanation or context about these campaigns or how they used the technique.","{
  ""reasoning"": ""The answer provides a list of campaign names that are supposed to have used the 'T1218.011: Rundll32' attack technique. However, it lacks any explanation or context about these campaigns or how they used the technique."",
  ""verdict"": ""no""
}"
