question,answer,y_pred,raw_output
What is the parent technique of attack technique 'T1588.007: Obtain Capabilities: Artificial Intelligence'?,The parent technique of attack technique 'T1588.007: Obtain Capabilities: Artificial Intelligence' is 'T1588: Obtain Capabilities',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0075: Rancor'?,"The software used by attack group 'G0075: Rancor' are: 'S0075: Reg', 'S0160: certutil', 'S0254: PLAINTEE', 'S0255: DDKONG'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1098.004: Account Manipulation: SSH Authorized Keys'?,The parent technique of attack technique 'T1098.004: Account Manipulation: SSH Authorized Keys' is 'T1098: Account Manipulation',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1001.002: Data Obfuscation: Steganography'?,The parent technique of attack technique 'T1001.002: Data Obfuscation: Steganography' is 'T1001: Data Obfuscation',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1127.001: Trusted Developer Utilities Proxy Execution: MSBuild'?,The parent technique of attack technique 'T1127.001: Trusted Developer Utilities Proxy Execution: MSBuild' is 'T1127: Trusted Developer Utilities Proxy Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1555.002: Credentials from Password Stores: Securityd Memory'?,The parent technique of attack technique 'T1555.002: Credentials from Password Stores: Securityd Memory' is 'T1555: Credentials from Password Stores',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1082: System Information Discovery'?,"The campaigns that used attack technique 'T1082: System Information Discovery' were: 'C0001: Frankenstein', 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0017: C0017', 'C0024: SolarWinds Compromise', 'C0029: Cutting Edge'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1496: Resource Hijacking'?,"The groups that used attack technique 'T1496: Resource Hijacking' are: 'G0096: APT41', 'G0106: Rocke', 'G0108: Blue Mockingbird', 'G0139: TeamTNT'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1480.001: Execution Guardrails: Environmental Keying'?,The parent technique of attack technique 'T1480.001: Execution Guardrails: Environmental Keying' is 'T1480: Execution Guardrails',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1546.008: Event Triggered Execution: Accessibility Features'?,The parent technique of attack technique 'T1546.008: Event Triggered Execution: Accessibility Features' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1498.001: Network Denial of Service: Direct Network Flood'?,The parent technique of attack technique 'T1498.001: Network Denial of Service: Direct Network Flood' is 'T1498: Network Denial of Service',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1110.004: Credential Stuffing'?,The groups that used attack technique 'T1110.004: Credential Stuffing' are: 'G0114: Chimera',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1204.002: Malicious File'?,"The groups that used attack technique 'T1204.002: Malicious File' are: 'G0005: APT12', 'G0007: APT28', 'G0012: Darkhotel', 'G0013: APT30', 'G0016: APT29', 'G0018: admin@338', 'G0019: Naikon', 'G0021: Molerats', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0037: FIN6', 'G0040: Patchwork', 'G0045: menuPass', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0048: RTM', 'G0049: OilRig', 'G0050: APT32', 'G0056: PROMETHIUM', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0061: FIN8', 'G0062: TA459', 'G0064: APT33', 'G0065: Leviathan', 'G0066: Elderwood', 'G0067: APT37', 'G0068: PLATINUM', 'G0069: MuddyWater', 'G0070: Dark Caracal', 'G0073: APT19', 'G0075: Rancor', 'G0078: Gorgon Group', 'G0079: DarkHydrus', 'G0080: Cobalt Group', 'G0081: Tropic Trooper', 'G0082: APT38', 'G0084: Gallmaker', 'G0085: FIN4', 'G0087: APT39', 'G0089: The White Company', 'G0090: WIRTE', 'G0091: Silence', 'G0092: TA505', 'G0094: Kimsuky', 'G0095: Machete', 'G0098: BlackTech', 'G0099: APT-C-36', 'G0100: Inception', 'G0102: Wizard Spider', 'G0103: Mofang', 'G0107: Whitefly', 'G0112: Windshift', 'G0119: Indrik Spider', 'G0121: Sidewinder', 'G0126: Higaisa', 'G0127: TA551', 'G0129: Mustang Panda', 'G0130: Ajax Security Team', 'G0131: Tonto Team', 'G0133: Nomadic Octopus', 'G0134: Transparent Tribe', 'G0136: IndigoZebra', 'G0137: Ferocious Kitten', 'G0138: Andariel', 'G0140: LazyScripter', 'G0142: Confucius', 'G1001: HEXANE', 'G1002: BITTER', 'G1003: Ember Bear', 'G1006: Earth Lusca', 'G1007: Aoqin Dragon', 'G1008: SideCopy', 'G1011: EXOTIC LILY', 'G1012: CURIUM', 'G1018: TA2541', 'G1026: Malteiro'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1564.012: Hide Artifacts: File/Path Exclusions'?,The parent technique of attack technique 'T1564.012: Hide Artifacts: File/Path Exclusions' is 'T1564: Hide Artifacts',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1552.005: Unsecured Credentials: Cloud Instance Metadata API'?,The parent technique of attack technique 'T1552.005: Unsecured Credentials: Cloud Instance Metadata API' is 'T1552: Unsecured Credentials',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1608.004: Stage Capabilities: Drive-by Target'?,The parent technique of attack technique 'T1608.004: Stage Capabilities: Drive-by Target' is 'T1608: Stage Capabilities',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G1019: MoustachedBouncer'?,"The software used by attack group 'G1019: MoustachedBouncer' are: 'S1088: Disco', 'S1089: SharpDisco', 'S1090: NightClub'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1559.002: Inter-Process Communication: Dynamic Data Exchange'?,The parent technique of attack technique 'T1559.002: Inter-Process Communication: Dynamic Data Exchange' is 'T1559: Inter-Process Communication',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1055.013: Process Injection: Process Doppelgänging'?,The parent technique of attack technique 'T1055.013: Process Injection: Process Doppelgänging' is 'T1055: Process Injection',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1585.002: Establish Accounts: Email Accounts'?,The parent technique of attack technique 'T1585.002: Establish Accounts: Email Accounts' is 'T1585: Establish Accounts',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0136: IndigoZebra'?,"The software used by attack group 'G0136: IndigoZebra' are: 'S0012: PoisonIvy', 'S0651: BoxCaon', 'S0653: xCaon'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1566.002: Phishing: Spearphishing Link'?,The parent technique of attack technique 'T1566.002: Phishing: Spearphishing Link' is 'T1566: Phishing',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1055: Process Injection'?,"The campaigns that used attack technique 'T1055: Process Injection' were: 'C0013: Operation Sharpshooter', 'C0014: Operation Wocao', 'C0028: 2015 Ukraine Electric Power Attack', 'C0029: Cutting Edge'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1542.003: Bootkit'?,"The groups that used attack technique 'T1542.003: Bootkit' are: 'G0007: APT28', 'G0032: Lazarus Group', 'G0096: APT41'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1564.010: Hide Artifacts: Process Argument Spoofing'?,The parent technique of attack technique 'T1564.010: Hide Artifacts: Process Argument Spoofing' is 'T1564: Hide Artifacts',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1098.005: Account Manipulation: Device Registration'?,The parent technique of attack technique 'T1098.005: Account Manipulation: Device Registration' is 'T1098: Account Manipulation',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1055.001: Dynamic-link Library Injection'?,The campaigns that used attack technique 'T1055.001: Dynamic-link Library Injection' were: 'C0015: C0015',0,"{""verdict"": ""no""}"
What groups used attack technique 'T1010: Application Window Discovery'?,"The groups that used attack technique 'T1010: Application Window Discovery' are: 'G0032: Lazarus Group', 'G1001: HEXANE'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1074.001: Local Data Staging'?,"The campaigns that used attack technique 'T1074.001: Local Data Staging' were: 'C0006: Operation Honeybee', 'C0014: Operation Wocao', 'C0015: C0015', 'C0017: C0017', 'C0032: C0032'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1574.007: Hijack Execution Flow: Path Interception by PATH Environment Variable'?,The parent technique of attack technique 'T1574.007: Hijack Execution Flow: Path Interception by PATH Environment Variable' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1547.009: Boot or Logon Autostart Execution: Shortcut Modification'?,The parent technique of attack technique 'T1547.009: Boot or Logon Autostart Execution: Shortcut Modification' is 'T1547: Boot or Logon Autostart Execution',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G1001: HEXANE'?,"The software used by attack group 'G1001: HEXANE' are: 'S0002: Mimikatz', 'S0097: Ping', 'S0100: ipconfig', 'S0104: netstat', 'S0190: BITSAdmin', 'S0363: Empire', 'S0378: PoshC2', 'S1014: DanBot', 'S1015: Milan', 'S1019: Shark', 'S1020: Kevin', 'S1021: DnsSystem'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1218.001: Compiled HTML File'?,"The groups that used attack technique 'T1218.001: Compiled HTML File' are: 'G0049: OilRig', 'G0070: Dark Caracal', 'G0082: APT38', 'G0091: Silence', 'G0096: APT41'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0130: Ajax Security Team'?,"The software used by attack group 'G0130: Ajax Security Team' are: 'S0224: Havij', 'S0225: sqlmap'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1553.002: Subvert Trust Controls: Code Signing'?,The parent technique of attack technique 'T1553.002: Subvert Trust Controls: Code Signing' is 'T1553: Subvert Trust Controls',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1584.008: Compromise Infrastructure: Network Devices'?,The parent technique of attack technique 'T1584.008: Compromise Infrastructure: Network Devices' is 'T1584: Compromise Infrastructure',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1110.003: Brute Force: Password Spraying'?,The parent technique of attack technique 'T1110.003: Brute Force: Password Spraying' is 'T1110: Brute Force',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1087.001: Local Account'?,"The groups that used attack technique 'T1087.001: Local Account' are: 'G0004: Ke3chang', 'G0006: APT1', 'G0010: Turla', 'G0018: admin@338', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0033: Poseidon Group', 'G0049: OilRig', 'G0050: APT32', 'G0096: APT41', 'G0114: Chimera', 'G0117: Fox Kitten', 'G1009: Moses Staff'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1558.001: Steal or Forge Kerberos Tickets: Golden Ticket'?,The parent technique of attack technique 'T1558.001: Steal or Forge Kerberos Tickets: Golden Ticket' is 'T1558: Steal or Forge Kerberos Tickets',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1546.010: Event Triggered Execution: AppInit DLLs'?,The parent technique of attack technique 'T1546.010: Event Triggered Execution: AppInit DLLs' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1547.008: Boot or Logon Autostart Execution: LSASS Driver'?,The parent technique of attack technique 'T1547.008: Boot or Logon Autostart Execution: LSASS Driver' is 'T1547: Boot or Logon Autostart Execution',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0006: APT1'?,"The software used by attack group 'G0006: APT1' are: 'S0002: Mimikatz', 'S0006: pwdump', 'S0008: gsecdump', 'S0012: PoisonIvy', 'S0017: BISCUIT', 'S0025: CALENDAR', 'S0026: GLOOXMAIL', 'S0029: PsExec', 'S0039: Net', 'S0057: Tasklist', 'S0100: ipconfig', 'S0109: WEBC2', 'S0119: Cachedump', 'S0121: Lslsass', 'S0122: Pass-The-Hash Toolkit', 'S0123: xCmd', 'S0345: Seasalt'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0137: Ferocious Kitten'?,"The software used by attack group 'G0137: Ferocious Kitten' are: 'S0190: BITSAdmin', 'S0652: MarkiRAT'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1584.007: Compromise Infrastructure: Serverless'?,The parent technique of attack technique 'T1584.007: Compromise Infrastructure: Serverless' is 'T1584: Compromise Infrastructure',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1059.009: Command and Scripting Interpreter: Cloud API'?,The parent technique of attack technique 'T1059.009: Command and Scripting Interpreter: Cloud API' is 'T1059: Command and Scripting Interpreter',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1552.008: Chat Messages'?,The groups that used attack technique 'T1552.008: Chat Messages' are: 'G1004: LAPSUS$',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1110.001: Password Guessing'?,"The groups that used attack technique 'T1110.001: Password Guessing' are: 'G0007: APT28', 'G0016: APT29'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1068: Exploitation for Privilege Escalation'?,The campaigns that used attack technique 'T1068: Exploitation for Privilege Escalation' were: 'C0017: C0017',0,"{""verdict"": ""no""}"
What campaigns used attack technique 'T1059.006: Python'?,"The campaigns that used attack technique 'T1059.006: Python' were: 'C0014: Operation Wocao', 'C0029: Cutting Edge'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1557.002: ARP Cache Poisoning'?,"The groups that used attack technique 'T1557.002: ARP Cache Poisoning' are: 'G0003: Cleaver', 'G1014: LuminousMoth'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0121: Sidewinder'?,The software used by attack group 'G0121: Sidewinder' are: 'S0250: Koadic',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1587.003: Digital Certificates'?,"The groups that used attack technique 'T1587.003: Digital Certificates' are: 'G0016: APT29', 'G0056: PROMETHIUM'",1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0096: APT41'?,"The software used by attack group 'G0096: APT41' are: 'S0002: Mimikatz', 'S0006: pwdump', 'S0013: PlugX', 'S0020: China Chopper', 'S0021: Derusbi', 'S0032: gh0st RAT', 'S0039: Net', 'S0069: BLACKCOFFEE', 'S0073: ASPXSpy', 'S0095: ftp', 'S0097: Ping', 'S0100: ipconfig', 'S0104: netstat', 'S0105: dsquery', 'S0112: ROCKBOOT', 'S0154: Cobalt Strike', 'S0160: certutil', 'S0190: BITSAdmin', 'S0194: PowerSploit', 'S0225: sqlmap', 'S0363: Empire', 'S0385: njRAT', 'S0412: ZxShell', 'S0430: Winnti for Linux', 'S0443: MESSAGETAP', 'S0596: ShadowPad', 'S1051: KEYPLUG'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1071.002: Application Layer Protocol: File Transfer Protocols'?,The parent technique of attack technique 'T1071.002: Application Layer Protocol: File Transfer Protocols' is 'T1071: Application Layer Protocol',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1055.012: Process Injection: Process Hollowing'?,The parent technique of attack technique 'T1055.012: Process Injection: Process Hollowing' is 'T1055: Process Injection',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1021.008: Remote Services: Direct Cloud VM Connections'?,The parent technique of attack technique 'T1021.008: Remote Services: Direct Cloud VM Connections' is 'T1021: Remote Services',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1213.002: Sharepoint'?,"The groups that used attack technique 'T1213.002: Sharepoint' are: 'G0004: Ke3chang', 'G0007: APT28', 'G0114: Chimera', 'G1004: LAPSUS$', 'G1024: Akira'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0078: Gorgon Group'?,"The software used by attack group 'G0078: Gorgon Group' are: 'S0262: QuasarRAT', 'S0332: Remcos', 'S0336: NanoCore', 'S0385: njRAT'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1518.001: Security Software Discovery'?,"The campaigns that used attack technique 'T1518.001: Security Software Discovery' were: 'C0001: Frankenstein', 'C0014: Operation Wocao'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1552.001: Credentials In Files'?,"The groups that used attack technique 'T1552.001: Credentials In Files' are: 'G0022: APT3', 'G0049: OilRig', 'G0064: APT33', 'G0069: MuddyWater', 'G0077: Leafminer', 'G0092: TA505', 'G0094: Kimsuky', 'G0117: Fox Kitten', 'G0139: TeamTNT', 'G1015: Scattered Spider', 'G1016: FIN13'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1221: Template Injection'?,"The campaigns that used attack technique 'T1221: Template Injection' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1005: Data from Local System'?,"The groups that used attack technique 'T1005: Data from Local System' are: 'G0001: Axiom', 'G0004: Ke3chang', 'G0006: APT1', 'G0007: APT28', 'G0010: Turla', 'G0016: APT29', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0037: FIN6', 'G0038: Stealth Falcon', 'G0040: Patchwork', 'G0045: menuPass', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0067: APT37', 'G0070: Dark Caracal', 'G0082: APT38', 'G0087: APT39', 'G0093: GALLIUM', 'G0094: Kimsuky', 'G0096: APT41', 'G0100: Inception', 'G0102: Wizard Spider', 'G0117: Fox Kitten', 'G0124: Windigo', 'G0125: HAFNIUM', 'G0138: Andariel', 'G1004: LAPSUS$', 'G1012: CURIUM', 'G1014: LuminousMoth', 'G1016: FIN13', 'G1017: Volt Typhoon', 'G1022: ToddyCat'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1219: Remote Access Software'?,"The groups that used attack technique 'T1219: Remote Access Software' are: 'G0008: Carbanak', 'G0034: Sandworm Team', 'G0046: FIN7', 'G0048: RTM', 'G0069: MuddyWater', 'G0076: Thrip', 'G0080: Cobalt Group', 'G0094: Kimsuky', 'G0105: DarkVishnya', 'G0115: GOLD SOUTHFIELD', 'G0120: Evilnum', 'G0129: Mustang Panda', 'G0139: TeamTNT', 'G1015: Scattered Spider', 'G1024: Akira'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0066: Elderwood'?,"The software used by attack group 'G0066: Elderwood' are: 'S0012: PoisonIvy', 'S0203: Hydraq', 'S0204: Briba', 'S0205: Naid', 'S0206: Wiarp', 'S0207: Vasport', 'S0208: Pasam', 'S0210: Nerex', 'S0211: Linfo'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1573.001: Symmetric Cryptography'?,"The campaigns that used attack technique 'T1573.001: Symmetric Cryptography' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1059.007: JavaScript'?,"The groups that used attack technique 'T1059.007: JavaScript' are: 'G0010: Turla', 'G0021: Molerats', 'G0037: FIN6', 'G0046: FIN7', 'G0050: APT32', 'G0069: MuddyWater', 'G0077: Leafminer', 'G0080: Cobalt Group', 'G0091: Silence', 'G0092: TA505', 'G0094: Kimsuky', 'G0119: Indrik Spider', 'G0120: Evilnum', 'G0121: Sidewinder', 'G0126: Higaisa', 'G0140: LazyScripter', 'G1003: Ember Bear', 'G1006: Earth Lusca', 'G1019: MoustachedBouncer'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1123: Audio Capture'?,The groups that used attack technique 'T1123: Audio Capture' are: 'G0067: APT37',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1548.002: Abuse Elevation Control Mechanism: Bypass User Account Control'?,The parent technique of attack technique 'T1548.002: Abuse Elevation Control Mechanism: Bypass User Account Control' is 'T1548: Abuse Elevation Control Mechanism',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1560.002: Archive via Library'?,"The groups that used attack technique 'T1560.002: Archive via Library' are: 'G0027: Threat Group-3390', 'G0032: Lazarus Group'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1547.007: Boot or Logon Autostart Execution: Re-opened Applications'?,The parent technique of attack technique 'T1547.007: Boot or Logon Autostart Execution: Re-opened Applications' is 'T1547: Boot or Logon Autostart Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1546.002: Event Triggered Execution: Screensaver'?,The parent technique of attack technique 'T1546.002: Event Triggered Execution: Screensaver' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1590.006: Gather Victim Network Information: Network Security Appliances'?,The parent technique of attack technique 'T1590.006: Gather Victim Network Information: Network Security Appliances' is 'T1590: Gather Victim Network Information',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1591.001: Determine Physical Locations'?,The groups that used attack technique 'T1591.001: Determine Physical Locations' are: 'G0059: Magic Hound',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1048.002: Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol'?,The parent technique of attack technique 'T1048.002: Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol' is 'T1048: Exfiltration Over Alternative Protocol',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1518.001: Software Discovery: Security Software Discovery'?,The parent technique of attack technique 'T1518.001: Software Discovery: Security Software Discovery' is 'T1518: Software Discovery',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1021.005: VNC'?,"The groups that used attack technique 'T1021.005: VNC' are: 'G0036: GCMAN', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0117: Fox Kitten'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0035: Dragonfly'?,"The software used by attack group 'G0035: Dragonfly' are: 'S0002: Mimikatz', 'S0029: PsExec', 'S0039: Net', 'S0075: Reg', 'S0093: Backdoor.Oldrea', 'S0094: Trojan.Karagany', 'S0108: netsh', 'S0357: Impacket', 'S0488: CrackMapExec', 'S0500: MCMD'",1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0092: TA505'?,"The software used by attack group 'G0092: TA505' are: 'S0002: Mimikatz', 'S0039: Net', 'S0154: Cobalt Strike', 'S0194: PowerSploit', 'S0266: TrickBot', 'S0344: Azorult', 'S0381: FlawedAmmyy', 'S0382: ServHelper', 'S0383: FlawedGrace', 'S0384: Dridex', 'S0460: Get2', 'S0461: SDBbot', 'S0521: BloodHound', 'S0552: AdFind', 'S0611: Clop', 'S1025: Amadey'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0067: APT37'?,"The software used by attack group 'G0067: APT37' are: 'S0154: Cobalt Strike', 'S0212: CORALDECK', 'S0213: DOGCALL', 'S0214: HAPPYWORK', 'S0215: KARAE', 'S0216: POORAIM', 'S0217: SHUTTERSPEED', 'S0218: SLOWDRIFT', 'S0219: WINERACK', 'S0240: ROKRAT', 'S0247: NavRAT', 'S0355: Final1stspy', 'S0657: BLUELIGHT'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1491.002: External Defacement'?,The groups that used attack technique 'T1491.002: External Defacement' are: 'G0034: Sandworm Team',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1584.003: Compromise Infrastructure: Virtual Private Server'?,The parent technique of attack technique 'T1584.003: Compromise Infrastructure: Virtual Private Server' is 'T1584: Compromise Infrastructure',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1578.002: Modify Cloud Compute Infrastructure: Create Cloud Instance'?,The parent technique of attack technique 'T1578.002: Modify Cloud Compute Infrastructure: Create Cloud Instance' is 'T1578: Modify Cloud Compute Infrastructure',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1218.002: System Binary Proxy Execution: Control Panel'?,The parent technique of attack technique 'T1218.002: System Binary Proxy Execution: Control Panel' is 'T1218: System Binary Proxy Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1555.001: Credentials from Password Stores: Keychain'?,The parent technique of attack technique 'T1555.001: Credentials from Password Stores: Keychain' is 'T1555: Credentials from Password Stores',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G1022: ToddyCat'?,"The software used by attack group 'G1022: ToddyCat' are: 'S0020: China Chopper', 'S0039: Net', 'S0097: Ping', 'S0104: netstat', 'S0154: Cobalt Strike', 'S1099: Samurai', 'S1100: Ninja', 'S1101: LoFiSe', 'S1102: Pcexter'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1546.015: Component Object Model Hijacking'?,The groups that used attack technique 'T1546.015: Component Object Model Hijacking' are: 'G0007: APT28',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1591.003: Gather Victim Org Information: Identify Business Tempo'?,The parent technique of attack technique 'T1591.003: Gather Victim Org Information: Identify Business Tempo' is 'T1591: Gather Victim Org Information',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1543.002: Systemd Service'?,The campaigns that used attack technique 'T1543.002: Systemd Service' were: 'C0034: 2022 Ukraine Electric Power Attack',1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1059.003: Windows Command Shell'?,"The campaigns that used attack technique 'T1059.003: Windows Command Shell' were: 'C0001: Frankenstein', 'C0002: Night Dragon', 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0015: C0015', 'C0017: C0017', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1098.002: Account Manipulation: Additional Email Delegate Permissions'?,The parent technique of attack technique 'T1098.002: Account Manipulation: Additional Email Delegate Permissions' is 'T1098: Account Manipulation',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1559.001: Inter-Process Communication: Component Object Model'?,The parent technique of attack technique 'T1559.001: Inter-Process Communication: Component Object Model' is 'T1559: Inter-Process Communication',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1203: Exploitation for Client Execution'?,"The campaigns that used attack technique 'T1203: Exploitation for Client Execution' were: 'C0001: Frankenstein', 'C0016: Operation Dust Storm'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1197: BITS Jobs'?,"The groups that used attack technique 'T1197: BITS Jobs' are: 'G0040: Patchwork', 'G0065: Leviathan', 'G0087: APT39', 'G0096: APT41', 'G0102: Wizard Spider'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1574.008: Hijack Execution Flow: Path Interception by Search Order Hijacking'?,The parent technique of attack technique 'T1574.008: Hijack Execution Flow: Path Interception by Search Order Hijacking' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1070.004: File Deletion'?,"The campaigns that used attack technique 'T1070.004: File Deletion' were: 'C0006: Operation Honeybee', 'C0014: Operation Wocao', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0028: 2015 Ukraine Electric Power Attack', 'C0029: Cutting Edge', 'C0032: C0032'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1543.002: Systemd Service'?,"The groups that used attack technique 'T1543.002: Systemd Service' are: 'G0106: Rocke', 'G0139: TeamTNT'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1614.001: System Location Discovery: System Language Discovery'?,The parent technique of attack technique 'T1614.001: System Location Discovery: System Language Discovery' is 'T1614: System Location Discovery',2,"{""verdict"": ""yes""}"
