,question,answer
0.0,What attack techniques were used in campaign 'C0010: C0010'?,"The attack techniques used in campaign 'C0010: C0010' were: 'T1105: Ingress Tool Transfer', 'T1189: Drive-by Compromise', 'T1583.001: Domains', 'T1584.001: Domains', 'T1587.001: Malware', 'T1588.002: Tool', 'T1608.001: Upload Malware', 'T1608.002: Upload Tool', 'T1608.004: Drive-by Target'"
0.0,What attack techniques were used in campaign 'C0011: C0011'?,"The attack techniques used in campaign 'C0011: C0011' were: 'T1059.005: Visual Basic', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1583.001: Domains', 'T1587.003: Digital Certificates', 'T1608.001: Upload Malware'"
0.0,What attack techniques were used in campaign 'C0015: C0015'?,"The attack techniques used in campaign 'C0015: C0015' were: 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1021.001: Remote Desktop Protocol', 'T1027: Obfuscated Files or Information', 'T1030: Data Transfer Size Limits', 'T1036: Masquerading', 'T1039: Data from Network Shared Drive', 'T1047: Windows Management Instrumentation', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1059.007: JavaScript', 'T1069.001: Local Groups', 'T1069.002: Domain Groups', 'T1074.001: Local Data Staging', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1124: System Time Discovery', 'T1135: Network Share Discovery', 'T1204.002: Malicious File', 'T1218.005: Mshta', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1219: Remote Access Software', 'T1482: Domain Trust Discovery', 'T1486: Data Encrypted for Impact', 'T1553.002: Code Signing', 'T1566.001: Spearphishing Attachment', 'T1567.002: Exfiltration to Cloud Storage', 'T1570: Lateral Tool Transfer', 'T1588.001: Malware', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0017: C0017'?,"The attack techniques used in campaign 'C0017: C0017' were: 'T1001.003: Protocol Impersonation', 'T1003.002: Security Account Manager', 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1027.002: Software Packing', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol', 'T1053.005: Scheduled Task', 'T1059.003: Windows Command Shell', 'T1059.007: JavaScript', 'T1068: Exploitation for Privilege Escalation', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1090: Proxy', 'T1102.001: Dead Drop Resolver', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1134: Access Token Manipulation', 'T1140: Deobfuscate/Decode Files or Information', 'T1190: Exploit Public-Facing Application', 'T1505.003: Web Shell', 'T1560.003: Archive via Custom Method', 'T1567: Exfiltration Over Web Service', 'T1574: Hijack Execution Flow', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0018: C0018'?,"The attack techniques used in campaign 'C0018: C0018' were: 'T1016: System Network Configuration Discovery', 'T1021.001: Remote Desktop Protocol', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1036: Masquerading', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1059.001: PowerShell', 'T1071.001: Web Protocols', 'T1072: Software Deployment Tools', 'T1105: Ingress Tool Transfer', 'T1190: Exploit Public-Facing Application', 'T1218.011: Rundll32', 'T1219: Remote Access Software', 'T1486: Data Encrypted for Impact', 'T1570: Lateral Tool Transfer', 'T1571: Non-Standard Port', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0021: C0021'?,"The attack techniques used in campaign 'C0021: C0021' were: 'T1027.009: Embedded Payloads', 'T1027.010: Command Obfuscation', 'T1059.001: PowerShell', 'T1071.001: Web Protocols', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1204.001: Malicious Link', 'T1218.011: Rundll32', 'T1566.002: Spearphishing Link', 'T1573.002: Asymmetric Cryptography', 'T1583.001: Domains', 'T1584.001: Domains', 'T1588.002: Tool', 'T1608.001: Upload Malware'"
0.0,What attack techniques were used in campaign 'C0026: C0026'?,"The attack techniques used in campaign 'C0026: C0026' were: 'T1005: Data from Local System', 'T1030: Data Transfer Size Limits', 'T1105: Ingress Tool Transfer', 'T1560.001: Archive via Utility', 'T1568: Dynamic Resolution', 'T1583.001: Domains'"
0.0,What attack techniques were used in campaign 'C0027: C0027'?,"The attack techniques used in campaign 'C0027: C0027' were: 'T1003.006: DCSync', 'T1021.007: Cloud Services', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1069.003: Cloud Groups', 'T1078.004: Cloud Accounts', 'T1087.003: Email Account', 'T1087.004: Cloud Account', 'T1090: Proxy', 'T1098.001: Additional Cloud Credentials', 'T1098.003: Additional Cloud Roles', 'T1098.005: Device Registration', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1133: External Remote Services', 'T1190: Exploit Public-Facing Application', 'T1213.002: Sharepoint', 'T1219: Remote Access Software', 'T1530: Data from Cloud Storage', 'T1566.004: Spearphishing Voice', 'T1572: Protocol Tunneling', 'T1578.002: Create Cloud Instance', 'T1588.002: Tool', 'T1589.001: Credentials', 'T1598.001: Spearphishing Service', 'T1598.004: Spearphishing Voice', 'T1621: Multi-Factor Authentication Request Generation', 'T1656: Impersonation'"
0.0,What attack techniques were used in campaign 'C0032: C0032'?,"The attack techniques used in campaign 'C0032: C0032' were: 'T1003.001: LSASS Memory', 'T1021.001: Remote Desktop Protocol', 'T1021.004: SSH', 'T1036.005: Match Legitimate Name or Location', 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1074.001: Local Data Staging', 'T1078: Valid Accounts', 'T1133: External Remote Services', 'T1505.003: Web Shell', 'T1546.012: Image File Execution Options Injection', 'T1571: Non-Standard Port', 'T1572: Protocol Tunneling', 'T1583.003: Virtual Private Server', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0004: CostaRicto'?,"The attack techniques used in campaign 'C0004: CostaRicto' were: 'T1005: Data from Local System', 'T1046: Network Service Discovery', 'T1053.005: Scheduled Task', 'T1090.003: Multi-hop Proxy', 'T1105: Ingress Tool Transfer', 'T1133: External Remote Services', 'T1572: Protocol Tunneling', 'T1583.001: Domains', 'T1587.001: Malware', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0029: Cutting Edge'?,"The attack techniques used in campaign 'C0029: Cutting Edge' were: 'T1003.001: LSASS Memory', 'T1003.003: NTDS', 'T1005: Data from Local System', 'T1021.001: Remote Desktop Protocol', 'T1021.002: SMB/Windows Admin Shares', 'T1021.004: SSH', 'T1027.013: Encrypted/Encoded File', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1056.003: Web Portal Capture', 'T1059.006: Python', 'T1059: Command and Scripting Interpreter', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1070: Indicator Removal', 'T1071.004: DNS', 'T1078.002: Domain Accounts', 'T1082: System Information Discovery', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1190: Exploit Public-Facing Application', 'T1205: Traffic Signaling', 'T1505.003: Web Shell', 'T1554: Compromise Host Software Binary', 'T1560.001: Archive via Utility', 'T1562.001: Disable or Modify Tools', 'T1572: Protocol Tunneling', 'T1584.008: Network Devices', 'T1588.002: Tool', 'T1594: Search Victim-Owned Websites', 'T1595.002: Vulnerability Scanning'"
0.0,What attack techniques were used in campaign 'C0001: Frankenstein'?,"The attack techniques used in campaign 'C0001: Frankenstein' were: 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1020: Automated Exfiltration', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1036.004: Masquerade Task or Service', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1119: Automated Collection', 'T1127.001: MSBuild', 'T1140: Deobfuscate/Decode Files or Information', 'T1203: Exploitation for Client Execution', 'T1204.002: Malicious File', 'T1221: Template Injection', 'T1497.001: System Checks', 'T1518.001: Security Software Discovery', 'T1566.001: Spearphishing Attachment', 'T1573.001: Symmetric Cryptography', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0007: FunnyDream'?,"The attack techniques used in campaign 'C0007: FunnyDream' were: 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1560.001: Archive via Utility', 'T1583.001: Domains', 'T1585.002: Email Accounts', 'T1588.001: Malware', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0002: Night Dragon'?,"The attack techniques used in campaign 'C0002: Night Dragon' were: 'T1003.002: Security Account Manager', 'T1005: Data from Local System', 'T1008: Fallback Channels', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1074.002: Remote Data Staging', 'T1078.002: Domain Accounts', 'T1078: Valid Accounts', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1110.002: Password Cracking', 'T1112: Modify Registry', 'T1114.001: Local Email Collection', 'T1133: External Remote Services', 'T1190: Exploit Public-Facing Application', 'T1204.001: Malicious Link', 'T1219: Remote Access Software', 'T1550.002: Pass the Hash', 'T1562.001: Disable or Modify Tools', 'T1566.002: Spearphishing Link', 'T1568: Dynamic Resolution', 'T1583.004: Server', 'T1584.004: Server', 'T1588.001: Malware', 'T1588.002: Tool', 'T1608.001: Upload Malware'"
0.0,What attack techniques were used in campaign 'C0012: Operation CuckooBees'?,"The attack techniques used in campaign 'C0012: Operation CuckooBees' were: 'T1003.002: Security Account Manager', 'T1005: Data from Local System', 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1027.010: Command Obfuscation', 'T1027.011: Fileless Storage', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1069.001: Local Groups', 'T1071.001: Web Protocols', 'T1078.002: Domain Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1087.002: Domain Account', 'T1120: Peripheral Device Discovery', 'T1124: System Time Discovery', 'T1133: External Remote Services', 'T1135: Network Share Discovery', 'T1190: Exploit Public-Facing Application', 'T1201: Password Policy Discovery', 'T1505.003: Web Shell', 'T1543.003: Windows Service', 'T1547.006: Kernel Modules and Extensions', 'T1560.001: Archive via Utility', 'T1574.002: DLL Side-Loading', 'T1588.002: Tool'"
0.0,What attack techniques were used in campaign 'C0022: Operation Dream Job'?,"The attack techniques used in campaign 'C0022: Operation Dream Job' were: 'T1005: Data from Local System', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1036.008: Masquerade File Type', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1087.002: Domain Account', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1110: Brute Force', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1220: XSL Script Processing', 'T1221: Template Injection', 'T1497.001: System Checks', 'T1497.003: Time Based Evasion', 'T1505.004: IIS Components', 'T1534: Internal Spearphishing', 'T1547.001: Registry Run Keys / Startup Folder', 'T1553.002: Code Signing', 'T1560.001: Archive via Utility', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1566.003: Spearphishing via Service', 'T1567.002: Exfiltration to Cloud Storage', 'T1573.001: Symmetric Cryptography', 'T1583.001: Domains', 'T1583.004: Server', 'T1583.006: Web Services', 'T1584.001: Domains', 'T1584.004: Server', 'T1585.001: Social Media Accounts', 'T1585.002: Email Accounts', 'T1587.001: Malware', 'T1587.002: Code Signing Certificates', 'T1588.002: Tool', 'T1588.003: Code Signing Certificates', 'T1589: Gather Victim Identity Information', 'T1591.004: Identify Roles', 'T1591: Gather Victim Org Information', 'T1593.001: Social Media', 'T1608.001: Upload Malware', 'T1608.002: Upload Tool', 'T1614.001: System Language Discovery', 'T1622: Debugger Evasion', 'T1656: Impersonation'"
0.0,What attack techniques were used in campaign 'C0016: Operation Dust Storm'?,"The attack techniques used in campaign 'C0016: Operation Dust Storm' were: 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1036: Masquerading', 'T1059.005: Visual Basic', 'T1059.007: JavaScript', 'T1140: Deobfuscate/Decode Files or Information', 'T1189: Drive-by Compromise', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.005: Mshta', 'T1518: Software Discovery', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1568: Dynamic Resolution', 'T1583.001: Domains', 'T1585.002: Email Accounts'"
0.0,What attack techniques were used in campaign 'C0023: Operation Ghost'?,"The attack techniques used in campaign 'C0023: Operation Ghost' were: 'T1001.002: Steganography', 'T1027.003: Steganography', 'T1078.002: Domain Accounts', 'T1102.002: Bidirectional Communication', 'T1546.003: Windows Management Instrumentation Event Subscription', 'T1583.001: Domains', 'T1585.001: Social Media Accounts', 'T1587.001: Malware'"
0.0,What attack techniques were used in campaign 'C0006: Operation Honeybee'?,"The attack techniques used in campaign 'C0006: Operation Honeybee' were: 'T1005: Data from Local System', 'T1027.013: Encrypted/Encoded File', 'T1036.005: Match Legitimate Name or Location', 'T1036: Masquerading', 'T1041: Exfiltration Over C2 Channel', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1071.002: File Transfer Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1112: Modify Registry', 'T1140: Deobfuscate/Decode Files or Information', 'T1204.002: Malicious File', 'T1543.003: Windows Service', 'T1548.002: Bypass User Account Control', 'T1553.002: Code Signing', 'T1560.001: Archive via Utility', 'T1569.002: Service Execution', 'T1574.011: Services Registry Permissions Weakness', 'T1583.001: Domains', 'T1583.004: Server', 'T1585.002: Email Accounts', 'T1588.004: Digital Certificates'"
0.0,What attack techniques were used in campaign 'C0013: Operation Sharpshooter'?,"The attack techniques used in campaign 'C0013: Operation Sharpshooter' were: 'T1036.005: Match Legitimate Name or Location', 'T1055: Process Injection', 'T1059.005: Visual Basic', 'T1090: Proxy', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1204.002: Malicious File', 'T1547.001: Registry Run Keys / Startup Folder', 'T1559.002: Dynamic Data Exchange', 'T1583.006: Web Services', 'T1584.004: Server', 'T1587.001: Malware', 'T1608.001: Upload Malware'"
0.0,What attack techniques were used in campaign 'C0005: Operation Spalax'?,"The attack techniques used in campaign 'C0005: Operation Spalax' were: 'T1027.002: Software Packing', 'T1027.003: Steganography', 'T1027.013: Encrypted/Encoded File', 'T1059: Command and Scripting Interpreter', 'T1102: Web Service', 'T1140: Deobfuscate/Decode Files or Information', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.011: Rundll32', 'T1497: Virtualization/Sandbox Evasion', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1568: Dynamic Resolution', 'T1583.001: Domains', 'T1588.001: Malware', 'T1588.002: Tool', 'T1608.001: Upload Malware'"
0.0,What attack techniques were used in campaign 'C0014: Operation Wocao'?,"The attack techniques used in campaign 'C0014: Operation Wocao' were: 'T1001: Data Obfuscation', 'T1003.001: LSASS Memory', 'T1003.006: DCSync', 'T1005: Data from Local System', 'T1007: System Service Discovery', 'T1012: Query Registry', 'T1016.001: Internet Connection Discovery', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1027.005: Indicator Removal from Tools', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1059.006: Python', 'T1069.001: Local Groups', 'T1070.001: Clear Windows Event Logs', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1078.002: Domain Accounts', 'T1078.003: Local Accounts', 'T1078: Valid Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.002: Domain Account', 'T1090.001: Internal Proxy', 'T1090.003: Multi-hop Proxy', 'T1090: Proxy', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1111: Multi-Factor Authentication Interception', 'T1112: Modify Registry', 'T1115: Clipboard Data', 'T1119: Automated Collection', 'T1120: Peripheral Device Discovery', 'T1124: System Time Discovery', 'T1133: External Remote Services', 'T1135: Network Share Discovery', 'T1190: Exploit Public-Facing Application', 'T1505.003: Web Shell', 'T1518.001: Security Software Discovery', 'T1518: Software Discovery', 'T1552.004: Private Keys', 'T1555.005: Password Managers', 'T1558.003: Kerberoasting', 'T1560.001: Archive via Utility', 'T1562.004: Disable or Modify System Firewall', 'T1569.002: Service Execution', 'T1570: Lateral Tool Transfer', 'T1571: Non-Standard Port', 'T1573.002: Asymmetric Cryptography', 'T1583.004: Server', 'T1585.002: Email Accounts', 'T1587.001: Malware', 'T1588.002: Tool', 'T1589: Gather Victim Identity Information'"
0.0,What attack techniques were used in campaign 'C0024: SolarWinds Compromise'?,"The attack techniques used in campaign 'C0024: SolarWinds Compromise' were: 'T1003.006: DCSync', 'T1005: Data from Local System', 'T1016.001: Internet Connection Discovery', 'T1018: Remote System Discovery', 'T1021.001: Remote Desktop Protocol', 'T1021.002: SMB/Windows Admin Shares', 'T1021.006: Windows Remote Management', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1047: Windows Management Instrumentation', 'T1048.002: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1069.002: Domain Groups', 'T1069: Permission Groups Discovery', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1070.008: Clear Mailbox Data', 'T1070: Indicator Removal', 'T1071.001: Web Protocols', 'T1074.002: Remote Data Staging', 'T1078.002: Domain Accounts', 'T1078.003: Local Accounts', 'T1078.004: Cloud Accounts', 'T1078: Valid Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.002: Domain Account', 'T1087: Account Discovery', 'T1090.001: Internal Proxy', 'T1098.001: Additional Cloud Credentials', 'T1098.002: Additional Email Delegate Permissions', 'T1098.003: Additional Cloud Roles', 'T1098.005: Device Registration', 'T1105: Ingress Tool Transfer', 'T1114.002: Remote Email Collection', 'T1133: External Remote Services', 'T1140: Deobfuscate/Decode Files or Information', 'T1190: Exploit Public-Facing Application', 'T1195.002: Compromise Software Supply Chain', 'T1199: Trusted Relationship', 'T1213.003: Code Repositories', 'T1213: Data from Information Repositories', 'T1218.011: Rundll32', 'T1482: Domain Trust Discovery', 'T1484.002: Trust Modification', 'T1539: Steal Web Session Cookie', 'T1546.003: Windows Management Instrumentation Event Subscription', 'T1550.001: Application Access Token', 'T1550.004: Web Session Cookie', 'T1550: Use Alternate Authentication Material', 'T1552.004: Private Keys', 'T1553.002: Code Signing', 'T1555.003: Credentials from Web Browsers', 'T1555: Credentials from Password Stores', 'T1558.003: Kerberoasting', 'T1560.001: Archive via Utility', 'T1562.001: Disable or Modify Tools', 'T1562.002: Disable Windows Event Logging', 'T1562.004: Disable or Modify System Firewall', 'T1568: Dynamic Resolution', 'T1583.001: Domains', 'T1584.001: Domains', 'T1587.001: Malware', 'T1589.001: Credentials', 'T1606.001: Web Cookies', 'T1606.002: SAML Tokens', 'T1665: Hide Infrastructure'"
0.0,What attack techniques were used in campaign 'C0030: Triton Safety Instrumented System Attack'?,"The attack techniques used in campaign 'C0030: Triton Safety Instrumented System Attack' were: 'T1003.001: LSASS Memory', 'T1027.005: Indicator Removal from Tools', 'T1036.005: Match Legitimate Name or Location', 'T1053.005: Scheduled Task', 'T1056.003: Web Portal Capture', 'T1059.001: PowerShell', 'T1573: Encrypted Channel', 'T1587.001: Malware', 'T1588.002: Tool', 'T1595: Active Scanning'"
0.0,Which campaigns were attributed to attack group 'G0034: Sandworm Team'?,"These are the campaigns that were attributed to attack group 'G0034: Sandworm Team': 'C0025: 2016 Ukraine Electric Power Attack', 'C0028: 2015 Ukraine Electric Power Attack', 'C0034: 2022 Ukraine Electric Power Attack'"
0.0,Which campaigns were attributed to attack group 'G0134: Transparent Tribe'?,These are the campaigns that were attributed to attack group 'G0134: Transparent Tribe': 'C0011: C0011'
0.0,Which campaigns were attributed to attack group 'G0096: APT41'?,These are the campaigns that were attributed to attack group 'G0096: APT41': 'C0017: C0017'
0.0,Which campaigns were attributed to attack group 'G1015: Scattered Spider'?,These are the campaigns that were attributed to attack group 'G1015: Scattered Spider': 'C0027: C0027'
0.0,Which campaigns were attributed to attack group 'G0088: TEMP.Veles'?,"These are the campaigns that were attributed to attack group 'G0088: TEMP.Veles': 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032'"
0.0,Which campaigns were attributed to attack group 'G0056: PROMETHIUM'?,These are the campaigns that were attributed to attack group 'G0056: PROMETHIUM': 'C0033: C0033'
0.0,Which campaigns were attributed to attack group 'G0032: Lazarus Group'?,These are the campaigns that were attributed to attack group 'G0032: Lazarus Group': 'C0022: Operation Dream Job'
0.0,Which campaigns were attributed to attack group 'G0016: APT29'?,"These are the campaigns that were attributed to attack group 'G0016: APT29': 'C0023: Operation Ghost', 'C0024: SolarWinds Compromise'"
0.0,What attack groups were attributed to campaign 'C0028: 2015 Ukraine Electric Power Attack'?,These are the attack groups that were attributed to campaign 'C0028: 2015 Ukraine Electric Power Attack': 'G0034: Sandworm Team'
0.0,What attack groups were attributed to campaign 'C0025: 2016 Ukraine Electric Power Attack'?,These are the attack groups that were attributed to campaign 'C0025: 2016 Ukraine Electric Power Attack': 'G0034: Sandworm Team'
0.0,What attack groups were attributed to campaign 'C0034: 2022 Ukraine Electric Power Attack'?,These are the attack groups that were attributed to campaign 'C0034: 2022 Ukraine Electric Power Attack': 'G0034: Sandworm Team'
0.0,What attack groups were attributed to campaign 'C0011: C0011'?,These are the attack groups that were attributed to campaign 'C0011: C0011': 'G0134: Transparent Tribe'
0.0,What attack groups were attributed to campaign 'C0017: C0017'?,These are the attack groups that were attributed to campaign 'C0017: C0017': 'G0096: APT41'
0.0,What attack groups were attributed to campaign 'C0027: C0027'?,These are the attack groups that were attributed to campaign 'C0027: C0027': 'G1015: Scattered Spider'
0.0,What attack groups were attributed to campaign 'C0032: C0032'?,These are the attack groups that were attributed to campaign 'C0032: C0032': 'G0088: TEMP.Veles'
0.0,What attack groups were attributed to campaign 'C0033: C0033'?,These are the attack groups that were attributed to campaign 'C0033: C0033': 'G0056: PROMETHIUM'
0.0,What attack groups were attributed to campaign 'C0022: Operation Dream Job'?,These are the attack groups that were attributed to campaign 'C0022: Operation Dream Job': 'G0032: Lazarus Group'
0.0,What attack groups were attributed to campaign 'C0023: Operation Ghost'?,These are the attack groups that were attributed to campaign 'C0023: Operation Ghost': 'G0016: APT29'
0.0,What attack groups were attributed to campaign 'C0024: SolarWinds Compromise'?,These are the attack groups that were attributed to campaign 'C0024: SolarWinds Compromise': 'G0016: APT29'
0.0,What attack groups were attributed to campaign 'C0030: Triton Safety Instrumented System Attack'?,These are the attack groups that were attributed to campaign 'C0030: Triton Safety Instrumented System Attack': 'G0088: TEMP.Veles'
0.0,What attack techniques are used by attack group 'G0099: APT-C-36'?,"The attack techniques used by attack group 'G0099: APT-C-36' are: 'T1027: Obfuscated Files or Information', 'T1036.004: Masquerade Task or Service', 'T1053.005: Scheduled Task', 'T1059.005: Visual Basic', 'T1105: Ingress Tool Transfer', 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment', 'T1571: Non-Standard Port', 'T1588.002: Tool'"
0.0,What attack techniques are used by attack group 'G0006: APT1'?,"The attack techniques used by attack group 'G0006: APT1' are: 'T1003.001: LSASS Memory', 'T1005: Data from Local System', 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1021.001: Remote Desktop Protocol', 'T1036.005: Match Legitimate Name or Location', 'T1049: System Network Connections Discovery', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1087.001: Local Account', 'T1114.001: Local Email Collection', 'T1114.002: Remote Email Collection', 'T1119: Automated Collection', 'T1135: Network Share Discovery', 'T1550.002: Pass the Hash', 'T1560.001: Archive via Utility', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1583.001: Domains', 'T1584.001: Domains', 'T1585.002: Email Accounts', 'T1588.001: Malware', 'T1588.002: Tool'"
0.0,What attack techniques are used by attack group 'G0005: APT12'?,"The attack techniques used by attack group 'G0005: APT12' are: 'T1102.002: Bidirectional Communication', 'T1203: Exploitation for Client Execution', 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment', 'T1568.003: DNS Calculation'"
0.0,What attack techniques are used by attack group 'G0023: APT16'?,The attack techniques used by attack group 'G0023: APT16' are: 'T1584.004: Server'
0.0,What attack techniques are used by attack group 'G0025: APT17'?,"The attack techniques used by attack group 'G0025: APT17' are: 'T1583.006: Web Services', 'T1585: Establish Accounts'"
0.0,What attack techniques are used by attack group 'G0026: APT18'?,"The attack techniques used by attack group 'G0026: APT18' are: 'T1027.013: Encrypted/Encoded File', 'T1053.002: At', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1071.004: DNS', 'T1078: Valid Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1133: External Remote Services', 'T1547.001: Registry Run Keys / Startup Folder'"
