,question,answer
0.0,What software procedures use attack technique 'T1021.002: SMB/Windows Admin Shares'?,"The software procedures that use attack technique 'T1021.002: SMB/Windows Admin Shares' are: 'S0019: Regin', 'S0029: PsExec', 'S0038: Duqu', 'S0039: Net', 'S0056: Net Crawler', 'S0089: BlackEnergy', 'S0140: Shamoon', 'S0154: Cobalt Strike', 'S0236: Kwampirs', 'S0350: zwShell', 'S0365: Olympic Destroyer', 'S0367: Emotet', 'S0368: NotPetya', 'S0446: Ryuk', 'S0504: Anchor', 'S0532: Lucifer', 'S0575: Conti', 'S0603: Stuxnet', 'S0608: Conficker', 'S0659: Diavol', 'S0672: Zox', 'S0698: HermeticWizard', 'S1063: Brute Ratel C4', 'S1073: Royal'"
0.0,What software procedures use attack technique 'T1569.002: Service Execution'?,"The software procedures that use attack technique 'T1569.002: Service Execution' are: 'S0029: PsExec', 'S0032: gh0st RAT', 'S0039: Net', 'S0056: Net Crawler', 'S0123: xCmd', 'S0127: BBSRAT', 'S0140: Shamoon', 'S0141: Winnti for Windows', 'S0154: Cobalt Strike', 'S0166: RemoteCMD', 'S0176: Wingbird', 'S0191: Winexe', 'S0192: Pupy', 'S0203: Hydraq', 'S0238: Proxysvc', 'S0250: Koadic', 'S0260: InvisiMole', 'S0357: Impacket', 'S0363: Empire', 'S0365: Olympic Destroyer', 'S0368: NotPetya', 'S0376: HOPLIGHT', 'S0378: PoshC2', 'S0398: HyperBro', 'S0412: ZxShell', 'S0438: Attor', 'S0439: Okrum', 'S0451: LoudMiner', 'S0457: Netwalker', 'S0481: Ragnar Locker', 'S0491: StrongPity', 'S0504: Anchor', 'S0533: SLOTHFULMEDIA', 'S0583: Pysa', 'S0606: Bad Rabbit', 'S0612: WastedLocker', 'S0660: Clambling', 'S0663: SysUpdate', 'S0664: Pandora', 'S0668: TinyTurla', 'S0689: WhisperGate', 'S0697: HermeticWiper', 'S0698: HermeticWizard', 'S1060: Mafalda', 'S1063: Brute Ratel C4', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1027.002: Software Packing'?,"The software procedures that use attack technique 'T1027.002: Software Packing' are: 'S0020: China Chopper', 'S0022: Uroburos', 'S0024: Dyre', 'S0053: SeaDuke', 'S0083: Misdat', 'S0085: S-Type', 'S0094: Trojan.Karagany', 'S0132: H1N1', 'S0182: FinFisher', 'S0187: Daserf', 'S0198: NETWIRE', 'S0230: ZeroT', 'S0248: yty', 'S0251: Zebrocy', 'S0257: VERMIN', 'S0264: OopsIE', 'S0266: TrickBot', 'S0268: Bisonal', 'S0281: Dok', 'S0283: jRAT', 'S0334: DarkComet', 'S0342: GreyEnergy', 'S0352: OSX_OCEANLOTUS.D', 'S0356: KONNI', 'S0367: Emotet', 'S0373: Astaroth', 'S0398: HyperBro', 'S0409: Machete', 'S0431: HotCroissant', 'S0444: ShimRat', 'S0447: Lokibot', 'S0455: Metamorfo', 'S0461: SDBbot', 'S0476: Valak', 'S0483: IcedID', 'S0504: Anchor', 'S0512: FatDuke', 'S0513: LiteDuke', 'S0520: BLINDINGCAN', 'S0527: CSPY Downloader', 'S0530: Melcoz', 'S0532: Lucifer', 'S0534: Bazar', 'S0543: Spark', 'S0554: Egregor', 'S0565: Raindrop', 'S0588: GoldMax', 'S0601: Hildegard', 'S0611: Clop', 'S0614: CostaBricks', 'S0622: AppleSeed', 'S0625: Cuba', 'S0628: FYAnti', 'S0638: Babuk', 'S0650: QakBot', 'S0663: SysUpdate', 'S0671: Tomiris', 'S0678: Torisma', 'S0694: DRATzarus', 'S0695: Donut', 'S1018: Saint Bot', 'S1026: Mongall', 'S1030: Squirrelwaffle', 'S1105: COATHANGER'"
0.0,What software procedures use attack technique 'T1059.004: Unix Shell'?,"The software procedures that use attack technique 'T1059.004: Unix Shell' are: 'S0021: Derusbi', 'S0077: CallMe', 'S0198: NETWIRE', 'S0220: Chaos', 'S0265: Kazuar', 'S0279: Proton', 'S0352: OSX_OCEANLOTUS.D', 'S0369: CoinTicker', 'S0401: Exaramel for Linux', 'S0402: OSX/Shlayer', 'S0410: Fysbis', 'S0451: LoudMiner', 'S0466: WindTail', 'S0468: Skidmap', 'S0482: Bundlore', 'S0492: CookieMiner', 'S0502: Drovorub', 'S0504: Anchor', 'S0584: AppleJeus', 'S0587: Penquin', 'S0599: Kinsing', 'S0600: Doki', 'S0601: Hildegard', 'S0641: Kobalos', 'S0647: Turian', 'S0658: XCSSET', 'S0690: Green Lambert', 'S1016: MacMa', 'S1105: COATHANGER', 'S1107: NKAbuse', 'S1108: PULSECHECK', 'S1109: PACEMAKER', 'S1114: ZIPLINE', 'S1123: PITSTOP'"
0.0,What software procedures use attack technique 'T1543.003: Windows Service'?,"The software procedures that use attack technique 'T1543.003: Windows Service' are: 'S0004: TinyZBot', 'S0012: PoisonIvy', 'S0013: PlugX', 'S0022: Uroburos', 'S0024: Dyre', 'S0029: PsExec', 'S0032: gh0st RAT', 'S0038: Duqu', 'S0044: JHUHUGIT', 'S0046: CozyCar', 'S0050: CosmicDuke', 'S0071: hcdLoader', 'S0074: Sakula', 'S0081: Elise', 'S0082: Emissary', 'S0086: ZLib', 'S0089: BlackEnergy', 'S0118: Nidiran', 'S0127: BBSRAT', 'S0140: Shamoon', 'S0141: Winnti for Windows', 'S0142: StreamEx', 'S0149: MoonWind', 'S0154: Cobalt Strike', 'S0164: TDTESS', 'S0169: RawPOS', 'S0172: Reaver', 'S0176: Wingbird', 'S0180: Volgmer', 'S0181: FALLCHILL', 'S0182: FinFisher', 'S0194: PowerSploit', 'S0203: Hydraq', 'S0204: Briba', 'S0205: Naid', 'S0206: Wiarp', 'S0210: Nerex', 'S0230: ZeroT', 'S0236: Kwampirs', 'S0239: Bankshot', 'S0259: InnaputRAT', 'S0260: InvisiMole', 'S0261: Catchamas', 'S0263: TYPEFRAME', 'S0265: Kazuar', 'S0266: TrickBot', 'S0268: Bisonal', 'S0335: Carbon', 'S0342: GreyEnergy', 'S0343: Exaramel for Windows', 'S0345: Seasalt', 'S0347: AuditCred', 'S0350: zwShell', 'S0356: KONNI', 'S0363: Empire', 'S0366: WannaCry', 'S0367: Emotet', 'S0386: Ursnif', 'S0387: KeyBoy', 'S0412: ZxShell', 'S0438: Attor', 'S0439: Okrum', 'S0444: ShimRat', 'S0451: LoudMiner', 'S0481: Ragnar Locker', 'S0491: StrongPity', 'S0493: GoldenSpy', 'S0495: RDAT', 'S0501: PipeMon', 'S0504: Anchor', 'S0533: SLOTHFULMEDIA', 'S0560: TEARDROP', 'S0567: Dtrack', 'S0570: BitPaymer', 'S0584: AppleJeus', 'S0603: Stuxnet', 'S0604: Industroyer', 'S0608: Conficker', 'S0612: WastedLocker', 'S0625: Cuba', 'S0629: RainyDay', 'S0630: Nebulae', 'S0650: QakBot', 'S0660: Clambling', 'S0663: SysUpdate', 'S0664: Pandora', 'S0665: ThreatNeedle', 'S0666: Gelsemium', 'S0692: SILENTTRINITY', 'S0697: HermeticWiper', 'S1031: PingPull', 'S1033: DCSrv', 'S1037: STARWHALE', 'S1044: FunnyDream', 'S1049: SUGARUSH', 'S1070: Black Basta', 'S1090: NightClub', 'S1099: Samurai', 'S1100: Ninja'"
0.0,What software procedures use attack technique 'T1548.002: Bypass User Account Control'?,"The software procedures that use attack technique 'T1548.002: Bypass User Account Control' are: 'S0074: Sakula', 'S0089: BlackEnergy', 'S0116: UACMe', 'S0129: AutoIt backdoor', 'S0132: H1N1', 'S0134: Downdelph', 'S0140: Shamoon', 'S0141: Winnti for Windows', 'S0148: RTM', 'S0154: Cobalt Strike', 'S0182: FinFisher', 'S0192: Pupy', 'S0230: ZeroT', 'S0250: Koadic', 'S0254: PLAINTEE', 'S0260: InvisiMole', 'S0262: QuasarRAT', 'S0332: Remcos', 'S0356: KONNI', 'S0363: Empire', 'S0378: PoshC2', 'S0444: ShimRat', 'S0447: Lokibot', 'S0458: Ramsay', 'S0501: PipeMon', 'S0527: CSPY Downloader', 'S0531: Grandoreiro', 'S0570: BitPaymer', 'S0584: AppleJeus', 'S0606: Bad Rabbit', 'S0612: WastedLocker', 'S0640: Avaddon', 'S0660: Clambling', 'S0662: RCSession', 'S0666: Gelsemium', 'S0669: KOCTOPUS', 'S0670: WarzoneRAT', 'S0692: SILENTTRINITY', 'S1018: Saint Bot', 'S1039: Bumblebee', 'S1068: BlackCat', 'S1081: BADHATCH', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1546.016: Installer Packages'?,The software procedures that use attack technique 'T1546.016: Installer Packages' are: 'S0584: AppleJeus'
0.0,What software procedures use attack technique 'T1543.004: Launch Daemon'?,"The software procedures that use attack technique 'T1543.004: Launch Daemon' are: 'S0352: OSX_OCEANLOTUS.D', 'S0451: LoudMiner', 'S0482: Bundlore', 'S0497: Dacls', 'S0584: AppleJeus', 'S0595: ThiefQuest', 'S0658: XCSSET', 'S0690: Green Lambert', 'S1105: COATHANGER'"
0.0,What software procedures use attack technique 'T1569.001: Launchctl'?,"The software procedures that use attack technique 'T1569.001: Launchctl' are: 'S0274: Calisto', 'S0451: LoudMiner', 'S0584: AppleJeus', 'S0658: XCSSET', 'S1048: macOS.OSAMiner'"
0.0,What software procedures use attack technique 'T1204.001: Malicious Link'?,"The software procedures that use attack technique 'T1204.001: Malicious Link' are: 'S0198: NETWIRE', 'S0367: Emotet', 'S0435: PLEAD', 'S0436: TSCookie', 'S0453: Pony', 'S0475: BackConfig', 'S0499: Hancitor', 'S0528: Javali', 'S0530: Melcoz', 'S0531: Grandoreiro', 'S0534: Bazar', 'S0561: GuLoader', 'S0584: AppleJeus', 'S0585: Kerrdown', 'S0644: ObliqueRAT', 'S0646: SpicyOmelette', 'S0649: SMOKEDHAM', 'S0650: QakBot', 'S0669: KOCTOPUS', 'S1017: OutSteel', 'S1018: Saint Bot', 'S1030: Squirrelwaffle', 'S1039: Bumblebee', 'S1086: Snip3', 'S1124: SocGholish'"
0.0,What software procedures use attack technique 'T1218.007: Msiexec'?,"The software procedures that use attack technique 'T1218.007: Msiexec' are: 'S0038: Duqu', 'S0381: FlawedAmmyy', 'S0449: Maze', 'S0451: LoudMiner', 'S0455: Metamorfo', 'S0481: Ragnar Locker', 'S0483: IcedID', 'S0528: Javali', 'S0530: Melcoz', 'S0531: Grandoreiro', 'S0584: AppleJeus', 'S0592: RemoteUtilities', 'S0611: Clop', 'S0631: Chaes', 'S0650: QakBot', 'S0662: RCSession', 'S1052: DEADEYE', 'S1122: Mispadu'"
0.0,What software procedures use attack technique 'T1497.003: Time Based Evasion'?,"The software procedures that use attack technique 'T1497.003: Time Based Evasion' are: 'S0115: Crimson', 'S0266: TrickBot', 'S0268: Bisonal', 'S0386: Ursnif', 'S0396: EvilBunny', 'S0439: Okrum', 'S0447: Lokibot', 'S0453: Pony', 'S0493: GoldenSpy', 'S0512: FatDuke', 'S0513: LiteDuke', 'S0534: Bazar', 'S0554: Egregor', 'S0559: SUNBURST', 'S0561: GuLoader', 'S0565: Raindrop', 'S0574: BendyBear', 'S0584: AppleJeus', 'S0588: GoldMax', 'S0595: ThiefQuest', 'S0611: Clop', 'S0626: P8RAT', 'S0627: SodaMaster', 'S0632: GrimAgent', 'S0642: BADFLICK', 'S0650: QakBot', 'S0658: XCSSET', 'S0660: Clambling', 'S0671: Tomiris', 'S0689: WhisperGate', 'S0694: DRATzarus', 'S0697: HermeticWiper', 'S1018: Saint Bot', 'S1034: StrifeWater', 'S1039: Bumblebee', 'S1059: metaMain', 'S1063: Brute Ratel C4', 'S1064: SVCReady', 'S1066: DarkTortilla', 'S1086: Snip3'"
0.0,What software procedures use attack technique 'T1134: Access Token Manipulation'?,"The software procedures that use attack technique 'T1134: Access Token Manipulation' are: 'S0038: Duqu', 'S0058: SslMM', 'S0194: PowerSploit', 'S0203: Hydraq', 'S0363: Empire', 'S0378: PoshC2', 'S0446: Ryuk', 'S0562: SUNSPOT', 'S0576: MegaCortex', 'S0607: KillDisk', 'S0622: AppleSeed', 'S0625: Cuba', 'S0633: Sliver', 'S0666: Gelsemium', 'S0697: HermeticWiper', 'S1060: Mafalda', 'S1068: BlackCat'"
0.0,What software procedures use attack technique 'T1560.001: Archive via Utility'?,"The software procedures that use attack technique 'T1560.001: Archive via Utility' are: 'S0062: DustySky', 'S0160: certutil', 'S0187: Daserf', 'S0192: Pupy', 'S0196: PUNCHBUGGY', 'S0212: CORALDECK', 'S0260: InvisiMole', 'S0264: OopsIE', 'S0274: Calisto', 'S0278: iKitten', 'S0339: Micropsia', 'S0340: Octopus', 'S0378: PoshC2', 'S0428: PoetRAT', 'S0439: Okrum', 'S0441: PowerShower', 'S0458: Ramsay', 'S0466: WindTail', 'S0538: Crutch', 'S0622: AppleSeed', 'S0647: Turian', 'S1022: IceApple', 'S1040: Rclone', 'S1043: ccf32'"
0.0,What software procedures use attack technique 'T1119: Automated Collection'?,"The software procedures that use attack technique 'T1119: Automated Collection' are: 'S0090: Rover', 'S0098: T9000', 'S0128: BADNEWS', 'S0136: USBStealer', 'S0148: RTM', 'S0170: Helminth', 'S0198: NETWIRE', 'S0238: Proxysvc', 'S0239: Bankshot', 'S0244: Comnie', 'S0251: Zebrocy', 'S0257: VERMIN', 'S0260: InvisiMole', 'S0339: Micropsia', 'S0363: Empire', 'S0378: PoshC2', 'S0395: LightNeuron', 'S0428: PoetRAT', 'S0438: Attor', 'S0443: MESSAGETAP', 'S0445: ShimRatReporter', 'S0455: Metamorfo', 'S0458: Ramsay', 'S0466: WindTail', 'S0467: TajMahal', 'S0476: Valak', 'S0491: StrongPity', 'S0538: Crutch', 'S0597: GoldFinder', 'S0622: AppleSeed', 'S0684: ROADTools', 'S0699: Mythic', 'S1017: OutSteel', 'S1043: ccf32', 'S1044: FunnyDream', 'S1078: RotaJakiro', 'S1091: Pacu', 'S1101: LoFiSe', 'S1109: PACEMAKER', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1030: Data Transfer Size Limits'?,"The software procedures that use attack technique 'T1030: Data Transfer Size Limits' are: 'S0030: Carbanak', 'S0150: POSHSPY', 'S0154: Cobalt Strike', 'S0170: Helminth', 'S0264: OopsIE', 'S0487: Kessel', 'S0495: RDAT', 'S0622: AppleSeed', 'S0644: ObliqueRAT', 'S0699: Mythic', 'S1020: Kevin', 'S1040: Rclone'"
0.0,What software procedures use attack technique 'T1025: Data from Removable Media'?,"The software procedures that use attack technique 'T1025: Data from Removable Media' are: 'S0036: FLASHFLOOD', 'S0050: CosmicDuke', 'S0090: Rover', 'S0113: Prikormka', 'S0115: Crimson', 'S0125: Remsec', 'S0128: BADNEWS', 'S0136: USBStealer', 'S0237: GravityRAT', 'S0260: InvisiMole', 'S0409: Machete', 'S0456: Aria-body', 'S0458: Ramsay', 'S0467: TajMahal', 'S0538: Crutch', 'S0569: Explosive', 'S0622: AppleSeed', 'S0644: ObliqueRAT', 'S1044: FunnyDream'"
0.0,What software procedures use attack technique 'T1567: Exfiltration Over Web Service'?,"The software procedures that use attack technique 'T1567: Exfiltration Over Web Service' are: 'S0508: ngrok', 'S0547: DropBook', 'S0622: AppleSeed'"
0.0,What software procedures use attack technique 'T1059.007: JavaScript'?,"The software procedures that use attack technique 'T1059.007: JavaScript' are: 'S0154: Cobalt Strike', 'S0223: POWERSTATS', 'S0228: NanHaiShu', 'S0260: InvisiMole', 'S0283: jRAT', 'S0341: Xbash', 'S0356: KONNI', 'S0373: Astaroth', 'S0417: GRIFFON', 'S0455: Metamorfo', 'S0476: Valak', 'S0482: Bundlore', 'S0622: AppleSeed', 'S0631: Chaes', 'S0634: EnvyScout', 'S0640: Avaddon', 'S0646: SpicyOmelette', 'S0648: JSS Loader', 'S0650: QakBot', 'S0673: DarkWatchman', 'S0695: Donut', 'S1075: KOPILUWAK', 'S1116: WARPWIRE', 'S1124: SocGholish'"
0.0,What software procedures use attack technique 'T1036: Masquerading'?,"The software procedures that use attack technique 'T1036: Masquerading' are: 'S0148: RTM', 'S0266: TrickBot', 'S0268: Bisonal', 'S0368: NotPetya', 'S0446: Ryuk', 'S0458: Ramsay', 'S0466: WindTail', 'S0497: Dacls', 'S0512: FatDuke', 'S0565: Raindrop', 'S0615: SombRAT', 'S0622: AppleSeed', 'S0634: EnvyScout', 'S0635: BoomBox', 'S0637: NativeZone', 'S0658: XCSSET', 'S0661: FoggyWeb', 'S0662: RCSession', 'S0673: DarkWatchman', 'S0682: TrailBlazer', 'S0689: WhisperGate', 'S0696: Flagpro', 'S1015: Milan', 'S1018: Saint Bot', 'S1046: PowGoop', 'S1066: DarkTortilla', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1218.010: Regsvr32'?,"The software procedures that use attack technique 'T1218.010: Regsvr32' are: 'S0021: Derusbi', 'S0087: Hi-Zor', 'S0229: Orz', 'S0250: Koadic', 'S0270: RogueRobin', 'S0284: More_eggs', 'S0341: Xbash', 'S0373: Astaroth', 'S0384: Dridex', 'S0476: Valak', 'S0481: Ragnar Locker', 'S0554: Egregor', 'S0568: EVILNUM', 'S0622: AppleSeed', 'S0650: QakBot', 'S0698: HermeticWizard', 'S1018: Saint Bot', 'S1030: Squirrelwaffle', 'S1047: Mori'"
0.0,What software procedures use attack technique 'T1010: Application Window Discovery'?,"The software procedures that use attack technique 'T1010: Application Window Discovery' are: 'S0012: PoisonIvy', 'S0033: NetTraveler', 'S0038: Duqu', 'S0094: Trojan.Karagany', 'S0139: PowerDuke', 'S0157: SOUNDBITE', 'S0198: NETWIRE', 'S0219: WINERACK', 'S0240: ROKRAT', 'S0260: InvisiMole', 'S0261: Catchamas', 'S0265: Kazuar', 'S0375: Remexi', 'S0385: njRAT', 'S0409: Machete', 'S0431: HotCroissant', 'S0435: PLEAD', 'S0438: Attor', 'S0454: Cadelspy', 'S0455: Metamorfo', 'S0456: Aria-body', 'S0531: Grandoreiro', 'S0650: QakBot', 'S0673: DarkWatchman', 'S0692: SILENTTRINITY', 'S0696: Flagpro', 'S1044: FunnyDream', 'S1090: NightClub', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1134.002: Create Process with Token'?,"The software procedures that use attack technique 'T1134.002: Create Process with Token' are: 'S0239: Bankshot', 'S0344: Azorult', 'S0356: KONNI', 'S0363: Empire', 'S0378: PoshC2', 'S0412: ZxShell', 'S0456: Aria-body', 'S0496: REvil', 'S0501: PipeMon', 'S0689: WhisperGate'"
0.0,What software procedures use attack technique 'T1568.002: Domain Generation Algorithms'?,"The software procedures that use attack technique 'T1568.002: Domain Generation Algorithms' are: 'S0023: CHOPSTICK', 'S0051: MiniDuke', 'S0150: POSHSPY', 'S0222: CCBkdr', 'S0360: BONDUPDATER', 'S0373: Astaroth', 'S0377: Ebury', 'S0386: Ursnif', 'S0456: Aria-body', 'S0508: ngrok', 'S0531: Grandoreiro', 'S0534: Bazar', 'S0596: ShadowPad', 'S0600: Doki', 'S0608: Conficker', 'S0615: SombRAT', 'S0650: QakBot', 'S0673: DarkWatchman', 'S1015: Milan', 'S1019: Shark'"
0.0,What software procedures use attack technique 'T1055.001: Dynamic-link Library Injection'?,"The software procedures that use attack technique 'T1055.001: Dynamic-link Library Injection' are: 'S0011: Taidoor', 'S0012: PoisonIvy', 'S0018: Sykipot', 'S0021: Derusbi', 'S0022: Uroburos', 'S0024: Dyre', 'S0038: Duqu', 'S0055: RARSTONE', 'S0081: Elise', 'S0082: Emissary', 'S0089: BlackEnergy', 'S0125: Remsec', 'S0126: ComRAT', 'S0135: HIDEDRV', 'S0154: Cobalt Strike', 'S0167: Matryoshka', 'S0182: FinFisher', 'S0192: Pupy', 'S0194: PowerSploit', 'S0241: RATANKBA', 'S0250: Koadic', 'S0265: Kazuar', 'S0273: Socksbot', 'S0335: Carbon', 'S0367: Emotet', 'S0412: ZxShell', 'S0449: Maze', 'S0455: Metamorfo', 'S0456: Aria-body', 'S0457: Netwalker', 'S0458: Ramsay', 'S0460: Get2', 'S0461: SDBbot', 'S0467: TajMahal', 'S0484: Carberp', 'S0501: PipeMon', 'S0575: Conti', 'S0576: MegaCortex', 'S0581: IronNetInjector', 'S0596: ShadowPad', 'S0603: Stuxnet', 'S0613: PS1', 'S0615: SombRAT', 'S0666: Gelsemium', 'S0681: Lizar', 'S1018: Saint Bot', 'S1026: Mongall', 'S1027: Heyoka Backdoor', 'S1039: Bumblebee', 'S1044: FunnyDream', 'S1066: DarkTortilla', 'S1081: BADHATCH'"
0.0,What software procedures use attack technique 'T1027.013: Encrypted/Encoded File'?,"The software procedures that use attack technique 'T1027.013: Encrypted/Encoded File' are: 'S0011: Taidoor', 'S0022: Uroburos', 'S0044: JHUHUGIT', 'S0046: CozyCar', 'S0074: Sakula', 'S0081: Elise', 'S0082: Emissary', 'S0087: Hi-Zor', 'S0113: Prikormka', 'S0125: Remsec', 'S0131: TINYTYPHON', 'S0136: USBStealer', 'S0141: Winnti for Windows', 'S0153: RedLeaves', 'S0168: Gazer', 'S0170: Helminth', 'S0172: Reaver', 'S0180: Volgmer', 'S0213: DOGCALL', 'S0226: Smoke Loader', 'S0228: NanHaiShu', 'S0230: ZeroT', 'S0232: HOMEFRY', 'S0236: Kwampirs', 'S0237: GravityRAT', 'S0256: Mosquito', 'S0257: VERMIN', 'S0263: TYPEFRAME', 'S0266: TrickBot', 'S0267: FELIXROOT', 'S0268: Bisonal', 'S0284: More_eggs', 'S0330: Zeus Panda', 'S0339: Micropsia', 'S0342: GreyEnergy', 'S0345: Seasalt', 'S0347: AuditCred', 'S0348: Cardinal RAT', 'S0352: OSX_OCEANLOTUS.D', 'S0356: KONNI', 'S0370: SamSam', 'S0373: Astaroth', 'S0374: SpeakUp', 'S0375: Remexi', 'S0380: StoneDrill', 'S0383: FlawedGrace', 'S0385: njRAT', 'S0386: Ursnif', 'S0387: KeyBoy', 'S0388: YAHOYAH', 'S0391: HAWKBALL', 'S0394: HiddenWasp', 'S0395: LightNeuron', 'S0398: HyperBro', 'S0401: Exaramel for Linux', 'S0410: Fysbis', 'S0415: BOOSTWRITE', 'S0430: Winnti for Linux', 'S0431: HotCroissant', 'S0433: Rifdoor', 'S0438: Attor', 'S0448: Rising Sun', 'S0451: LoudMiner', 'S0455: Metamorfo', 'S0456: Aria-body', 'S0462: CARROTBAT', 'S0466: WindTail', 'S0468: Skidmap', 'S0473: Avenger', 'S0483: IcedID', 'S0484: Carberp', 'S0487: Kessel', 'S0491: StrongPity', 'S0493: GoldenSpy', 'S0496: REvil', 'S0497: Dacls', 'S0501: PipeMon', 'S0520: BLINDINGCAN', 'S0526: KGH_SPY', 'S0531: Grandoreiro', 'S0534: Bazar', 'S0565: Raindrop', 'S0570: BitPaymer', 'S0574: BendyBear', 'S0578: SUPERNOVA', 'S0579: Waterbear', 'S0581: IronNetInjector', 'S0587: Penquin', 'S0588: GoldMax', 'S0601: Hildegard', 'S0603: Stuxnet', 'S0612: WastedLocker', 'S0613: PS1', 'S0618: FIVEHANDS', 'S0629: RainyDay', 'S0633: Sliver', 'S0634: EnvyScout', 'S0657: BLUELIGHT', 'S0661: FoggyWeb', 'S0662: RCSession', 'S0663: SysUpdate', 'S0665: ThreatNeedle', 'S0666: Gelsemium', 'S0667: Chrommme', 'S0672: Zox', 'S0673: DarkWatchman', 'S0678: Torisma', 'S0689: WhisperGate', 'S0697: HermeticWiper', 'S0698: HermeticWizard', 'S1013: ZxxZ', 'S1014: DanBot', 'S1015: Milan', 'S1019: Shark', 'S1020: Kevin', 'S1027: Heyoka Backdoor', 'S1030: Squirrelwaffle', 'S1032: PyDCrypt', 'S1033: DCSrv', 'S1037: STARWHALE', 'S1041: Chinoxy', 'S1044: FunnyDream', 'S1050: PcShare', 'S1051: KEYPLUG', 'S1052: DEADEYE', 'S1059: metaMain', 'S1060: Mafalda', 'S1065: Woody RAT', 'S1081: BADHATCH', 'S1100: Ninja', 'S1111: DarkGate', 'S1113: RAPIDPULSE', 'S1122: Mispadu', 'S1124: SocGholish'"
0.0,What software procedures use attack technique 'T1090: Proxy'?,"The software procedures that use attack technique 'T1090: Proxy' are: 'S0040: HTRAN', 'S0108: netsh', 'S0117: XTunnel', 'S0198: NETWIRE', 'S0207: Vasport', 'S0245: BADCALL', 'S0246: HARDRAIN', 'S0262: QuasarRAT', 'S0263: TYPEFRAME', 'S0268: Bisonal', 'S0273: Socksbot', 'S0283: jRAT', 'S0332: Remcos', 'S0347: AuditCred', 'S0348: Cardinal RAT', 'S0376: HOPLIGHT', 'S0378: PoshC2', 'S0384: Dridex', 'S0386: Ursnif', 'S0412: ZxShell', 'S0435: PLEAD', 'S0436: TSCookie', 'S0456: Aria-body', 'S0461: SDBbot', 'S0487: Kessel', 'S0508: ngrok', 'S0615: SombRAT', 'S0629: RainyDay', 'S0669: KOCTOPUS', 'S0670: WarzoneRAT', 'S0690: Green Lambert', 'S1044: FunnyDream', 'S1051: KEYPLUG', 'S1081: BADHATCH', 'S1099: Samurai', 'S1114: ZIPLINE', 'S1121: LITTLELAMB.WOOLTEA'"
0.0,What software procedures use attack technique 'T1049: System Network Connections Discovery'?,"The software procedures that use attack technique 'T1049: System Network Connections Discovery' are: 'S0013: PlugX', 'S0018: Sykipot', 'S0038: Duqu', 'S0039: Net', 'S0063: SHOTPUT', 'S0089: BlackEnergy', 'S0091: Epic', 'S0094: Trojan.Karagany', 'S0102: nbtstat', 'S0104: netstat', 'S0125: Remsec', 'S0153: RedLeaves', 'S0154: Cobalt Strike', 'S0165: OSInfo', 'S0180: Volgmer', 'S0184: POWRUNER', 'S0192: Pupy', 'S0198: NETWIRE', 'S0236: Kwampirs', 'S0237: GravityRAT', 'S0241: RATANKBA', 'S0244: Comnie', 'S0251: Zebrocy', 'S0283: jRAT', 'S0335: Carbon', 'S0356: KONNI', 'S0363: Empire', 'S0374: SpeakUp', 'S0378: PoshC2', 'S0409: Machete', 'S0439: Okrum', 'S0443: MESSAGETAP', 'S0445: ShimRatReporter', 'S0449: Maze', 'S0452: USBferry', 'S0456: Aria-body', 'S0458: Ramsay', 'S0488: CrackMapExec', 'S0532: Lucifer', 'S0533: SLOTHFULMEDIA', 'S0554: Egregor', 'S0567: Dtrack', 'S0575: Conti', 'S0579: Waterbear', 'S0589: Sibot', 'S0625: Cuba', 'S0633: Sliver', 'S0638: Babuk', 'S0650: QakBot', 'S0674: CharmPower', 'S0678: Torisma', 'S0681: Lizar', 'S0696: Flagpro', 'S1032: PyDCrypt', 'S1060: Mafalda', 'S1075: KOPILUWAK', 'S1081: BADHATCH', 'S1085: Sardonic', 'S1091: Pacu'"
0.0,What software procedures use attack technique 'T1134.001: Token Impersonation/Theft'?,"The software procedures that use attack technique 'T1134.001: Token Impersonation/Theft' are: 'S0140: Shamoon', 'S0154: Cobalt Strike', 'S0182: FinFisher', 'S0192: Pupy', 'S0367: Emotet', 'S0439: Okrum', 'S0456: Aria-body', 'S0496: REvil', 'S0570: BitPaymer', 'S0603: Stuxnet', 'S0623: Siloscape', 'S0692: SILENTTRINITY', 'S1011: Tarrask', 'S1081: BADHATCH'"
